,all_eg,eg<=2,2<eg<=4,4<eg<=6,6<eg<=8,8<eg,eg<0.5,4<eg
num_total,1986.0,1071.0,747.0,121.0,39.0,8.0,233.0,168.0
num_minus,948.0,389.0,438.0,88.0,28.0,5.0,58.0,121.0
num_plus,1038.0,682.0,309.0,33.0,11.0,3.0,175.0,47.0
mae,0.42588056324691104,0.3695908007299159,0.40989808267034034,0.7494593476904223,1.0302129293189928,1.6137872447374273,0.3751243422019997,0.8557927575707216
num_total_non_outlier,1984.0,1070.0,747.0,121.0,39.0,7.0,233.0,167.0
num_minus_non_outlier,947.0,389.0,438.0,88.0,28.0,4.0,58.0,120.0
num_plus_non_outlier,1037.0,681.0,309.0,33.0,11.0,3.0,175.0,47.0
mae_non_outlier,0.42141318583179166,0.36587493785276193,0.40989808267034034,0.7494593476904223,1.0302129293189928,1.077260588441895,0.3751243422019997,0.8287647271441623
