,var_name,importance
81,sum_thermal_conductivity_(W/(m_K))_,0.01437533137989816
12,avg_Mendele_Number,0.014073041297721207
76,sum_metallic_valence,0.013663994870250837
62,sum_Number_of_unfilled_s_valence_electrons,0.013305924302202149
7,avg_Covalent_Radius,0.013180906222790677
23,avg_Zunger_radii_sum,0.012585467192035344
123,range_specific_heat_(J/g_K)_,0.012482354784566418
106,range_Orbital_Radius(pm),0.012157212378270698
15,avg_Nagle_electonegativity,0.01208400679227215
83,sum_valence_f,0.010686201429992853
53,sum_Gordy_electonegativity,0.01064388202588001
1,avg_Allred-Rockow_electronegativity,0.010574441975771454
58,sum_Nagle_electonegativity,0.010494359664863947
75,sum_l_quantum_number,0.010305535130267959
56,sum_Molar_Denstiy_(mol/ml),0.010258624951218825
20,avg_Orbital_Radius(pm),0.010119426179293314
45,sum_Atomic_Number,0.009855991971280278
59,sum_Number_of_unfilled_d_valence_electrons,0.00984796994478103
57,sum_Molar_Heat_Capacity(J/mol_K),0.009334918436477635
79,sum_polarizability(A^3),0.00926129343414622
31,avg_ionic_radius,0.009253066523876963
37,avg_specific_heat_(J/g_K)_,0.009040601963852216
43,sum_1st_ionization_potential_(kJ/mol),0.008918816715683184
61,sum_Number_of_unfilled_p_valence_electrons,0.008913676799345696
47,sum_Atomic_Weight,0.008891903939817081
51,sum_Critical_Temperature,0.008377742486236694
66,sum_Zunger_radii_sum,0.008364363812743952
44,sum_Allred-Rockow_electronegativity,0.008190690949982576
70,sum_group,0.007357030426650549
64,sum_Pauling_Electronegativity,0.007110410461619287
80,sum_specific_heat_(J/g_K)_,0.0070963677254619354
48,sum_Boiling_Point_(K),0.006967394593059168
65,sum_Period,0.006913196776089198
67,sum_abs_valence,0.006638623518423437
63,sum_Orbital_Radius(pm),0.005911282809155904
72,sum_heat_of_fusion_(kJ/mol)_,0.005761408916353375
46,sum_Atomic_Radus,0.0057440838436147
60,sum_Number_of_unfilled_f_valence_electrons,0.005610900438855296
73,sum_heat_of_vaporization_(kJ/mol)_,0.005557404079376072
74,sum_ionic_radius,0.005481099223029462
85,sum_valence_s,0.0050680101872020485
84,sum_valence_p,0.004640693136591043
50,sum_Covalent_Radius,0.004539833499322676
78,sum_outer_shell_electrons,0.00448350937747575
68,sum_families,0.004412240440785617
55,sum_Mendele_Number,0.004409497771095167
77,sum_number_of_valence_electrons,0.004309013825554556
49,sum_Cohesive_energy,0.0042650680814631
69,sum_gilmor_number_of_valence_electron,0.003970751874678491
71,sum_heat_atomization(kJ/mol),0.003964421776600055
