,var_name,importance
54,sum_Melting_point_(K),1.0761071726698987
48,sum_Boiling_Point_(K),1.0760820314883806
8,avg_Critical_Temperature,1.076032195807327
51,sum_Critical_Temperature,1.0760027862012775
71,sum_heat_atomization(kJ/mol),1.0757275103966983
5,avg_Boiling_Point_(K),1.0756762059768346
43,sum_1st_ionization_potential_(kJ/mol),1.0756687970737666
73,sum_heat_of_vaporization_(kJ/mol)_,1.0752680735793838
11,avg_Melting_point_(K),1.0749886311226429
63,sum_Orbital_Radius(pm),1.073826556322746
47,sum_Atomic_Weight,1.07357504385737
55,sum_Mendele_Number,1.0729497759588178
45,sum_Atomic_Number,1.0717713193310336
0,avg_1st_ionization_potential_(kJ/mol),1.0716733761399706
81,sum_thermal_conductivity_(W/(m_K))_,1.0714996377357946
94,range_Critical_Temperature,1.0711956250207908
114,range_heat_atomization(kJ/mol),1.0697647680027729
86,range_1st_ionization_potential_(kJ/mol),1.0690631857272195
97,range_Melting_point_(K),1.0689387075930583
28,avg_heat_atomization(kJ/mol),1.0685307497928702
91,range_Boiling_Point_(K),1.067769865699806
57,sum_Molar_Heat_Capacity(J/mol_K),1.0673030179822707
30,avg_heat_of_vaporization_(kJ/mol)_,1.0672805369006935
90,range_Atomic_Weight,1.0651125839828137
116,range_heat_of_vaporization_(kJ/mol)_,1.062641692823221
4,avg_Atomic_Weight,1.061892023016266
79,sum_polarizability(A^3),1.0596057909240706
106,range_Orbital_Radius(pm),1.0594327013944516
72,sum_heat_of_fusion_(kJ/mol)_,1.0589947030044775
20,avg_Orbital_Radius(pm),1.0543614797530327
70,sum_group,1.0507680066690084
124,range_thermal_conductivity_(W/(m_K))_,1.0501795249711703
38,avg_thermal_conductivity_(W/(m_K))_,1.0497252838723345
88,range_Atomic_Number,1.0490216709275386
53,sum_Gordy_electonegativity,1.0459248357361388
52,sum_Density_(g/mL),1.0421635457910405
68,sum_families,1.0415796606671486
2,avg_Atomic_Number,1.0400222524334493
65,sum_Period,1.0384248207488338
98,range_Mendele_Number,1.0378334966804155
77,sum_number_of_valence_electrons,1.03071440041531
69,sum_gilmor_number_of_valence_electron,1.0304666103429567
78,sum_outer_shell_electrons,1.029047835944143
12,avg_Mendele_Number,1.0289829670646113
67,sum_abs_valence,1.0271007955654552
61,sum_Number_of_unfilled_p_valence_electrons,1.0270779902158913
49,sum_Cohesive_energy,1.0269352401540988
59,sum_Number_of_unfilled_d_valence_electrons,1.0215568071540102
84,sum_valence_p,1.0177814457055596
115,range_heat_of_fusion_(kJ/mol)_,1.017551780704053
122,range_polarizability(A^3),1.0120675094291174
44,sum_Allred-Rockow_electronegativity,1.0087726080308703
64,sum_Pauling_Electronegativity,1.0077720557673795
76,sum_metallic_valence,1.0072259403998296
58,sum_Nagle_electonegativity,1.0053488614439812
60,sum_Number_of_unfilled_f_valence_electrons,1.0029038013489606
85,sum_valence_s,0.9879646785781361
66,sum_Zunger_radii_sum,0.9737702145241224
29,avg_heat_of_fusion_(kJ/mol)_,0.9609916272544673
75,sum_l_quantum_number,0.9568427791534255
100,range_Molar_Heat_Capacity(J/mol_K),0.9502677974053404
82,sum_valence_d,0.9475812111184598
74,sum_ionic_radius,0.9460978184285918
50,sum_Covalent_Radius,0.9438750964817653
46,sum_Atomic_Radus,0.940905299189015
36,avg_polarizability(A^3),0.9341204351323776
95,range_Density_(g/mL),0.930925721450244
113,range_group,0.8986473722705348
14,avg_Molar_Heat_Capacity(J/mol_K),0.8826682617116438
9,avg_Density_(g/mL),0.8557038681293367
80,sum_specific_heat_(J/g_K)_,0.8523919806469547
120,range_number_of_valence_electrons,0.8485441808315544
27,avg_group,0.8364662894270737
16,avg_Number_of_unfilled_d_valence_electrons,0.8200818277161662
39,avg_valence_d,0.8200818277161662
111,range_families,0.7761563455734292
96,range_Gordy_electonegativity,0.7603410356695248
119,range_metallic_valence,0.7516658768065795
112,range_gilmor_number_of_valence_electron,0.7220708899753498
92,range_Cohesive_energy,0.7187080038183297
102,range_Number_of_unfilled_d_valence_electrons,0.7032116095409696
125,range_valence_d,0.7032116095409696
121,range_outer_shell_electrons,0.6966878470185012
108,range_Period,0.6825623524184776
34,avg_number_of_valence_electrons,0.6825594865759668
110,range_abs_valence,0.6577334552043913
33,avg_metallic_valence,0.6301776822389513
109,range_Zunger_radii_sum,0.6195396583582882
10,avg_Gordy_electonegativity,0.5953779331315576
83,sum_valence_f,0.5708169717208416
35,avg_outer_shell_electrons,0.5679625434672859
22,avg_Period,0.5637241068189625
62,sum_Number_of_unfilled_s_valence_electrons,0.5636176258083145
126,range_valence_f,0.5406849625216215
103,range_Number_of_unfilled_f_valence_electrons,0.5406849625216215
87,range_Allred-Rockow_electronegativity,0.5378609366627228
24,avg_abs_valence,0.5247817374127528
6,avg_Cohesive_energy,0.5147712840540584
107,range_Pauling_Electronegativity,0.5144437955928034
101,range_Nagle_electonegativity,0.5138488542301581
40,avg_valence_f,0.5106699013646305
17,avg_Number_of_unfilled_f_valence_electrons,0.5106699013646305
26,avg_gilmor_number_of_valence_electron,0.4889438132475066
25,avg_families,0.48889602901611323
104,range_Number_of_unfilled_p_valence_electrons,0.48746865873048356
127,range_valence_p,0.48746865873048356
41,avg_valence_p,0.4396277243276212
18,avg_Number_of_unfilled_p_valence_electrons,0.4396277243276212
118,range_l_quantum_number,0.4222179412574888
89,range_Atomic_Radus,0.38619159881221476
128,range_valence_s,0.3557912821417427
105,range_Number_of_unfilled_s_valence_electrons,0.3557912821417427
117,range_ionic_radius,0.3191660068369043
