num_features_removed,remaining_features,mean_rmse_score
0,129,0.7009935980824341
1,128,0.7054525425988907
2,127,0.7136404398570916
4,125,0.7166274730879356
8,121,0.7273982308223091
16,113,0.7453781348958626
32,97,0.8014906853044188
64,65,0.8917045708218619
