,all_eg,eg<=2,2<eg<=4,4<eg<=6,6<eg<=8,8<eg,eg<0.5,4<eg
num_total,1986.0,1071.0,747.0,121.0,39.0,8.0,233.0,168.0
num_minus,981.0,352.0,489.0,99.0,33.0,8.0,44.0,140.0
num_plus,1005.0,719.0,258.0,22.0,6.0,0.0,189.0,28.0
mae,0.4465536194840758,0.375191661003461,0.4421151631578756,0.7632179592324256,1.0803731274109627,2.5351584306979635,0.4147752180163482,0.9212213838198496
num_total_non_outlier,1982.0,1070.0,746.0,121.0,39.0,6.0,232.0,166.0
num_minus_non_outlier,979.0,352.0,489.0,99.0,33.0,6.0,44.0,138.0
num_plus_non_outlier,1003.0,718.0,257.0,22.0,6.0,0.0,188.0,28.0
mae_non_outlier,0.4372266182590966,0.37128017656324513,0.4374208800770707,0.7632179592324256,1.0803731274109627,1.4189111488685333,0.3969058008007535,0.8614300718636281
