Formula,Material ID,density,density_atomic,avg_Density_(g/mL),sum_Density_(g/mL),range_Density_(g/mL)
Cs2Cd3(B4O7)4,mp-1201213,3.502397516,11.84322828,1.37,67.13,8.65
Cs2Cd3Te4,mp-567386,5.208601381,39.44153495,6.072222222222223,54.650000000000006,6.78
Cs2Cu2Sb2S5,mp-1190579,4.111806558,29.25126599,4.126363636363637,45.39000000000001,7.090000000000001
Cs2Hg3I8,mp-540574,5.007770937,48.02521559,6.436923076923077,83.68,11.629999999999999
Cs2Hg3S4,mp-1105419,6.068699959,30.27616634,5.835555555555556,52.52,11.629999999999999
Cs2Hg6S7,mp-17905,6.643120908,28.22599913,6.615333333333334,99.22999999999999,11.629999999999999
Cs2Li3(BO2)5,mp-966802,2.951733156,14.08331102,0.853,17.06,2.34
Cs2MgGe3Se8,mp-1195667,3.998287018,33.80988577,4.268571428571429,59.760000000000005,3.58
Cs2MgSn3Se8,mp-1195633,3.982393736,38.06120547,4.695,65.73,5.569999999999999
Cs2NbCuSe4,mp-15223,4.311045926,35.53805036,5.053750000000001,40.43000000000001,7.090000000000001
Cs2PdSe8,mp-31285,4.372583629,34.65879499,4.914545454545455,54.06,10.129999999999999
Cs2Sb,mp-1191118,4.33448461,49.49274518,3.4766666666666666,10.43,4.82
Cs2SiB4O9,mp-1226151,3.402651802,14.67501519,0.964375,15.43,2.34
Cs2Sn3(SbS5)2,mp-1195304,3.75463064,30.85732357,3.514705882352941,59.75,5.4399999999999995
Cs2Te,mp-573763,4.077192022,53.40883068,3.3266666666666667,9.98,4.37
Cs2TeBr6,mp-23405,4.262190086,37.78382129,3.188888888888889,28.7,4.37
Cs2TeI6,mp-540957,4.592671627,46.39403602,4.395555555555555,39.56,4.37
Cs2Th(PS3)3,mp-640389,3.381473843,28.78830974,2.635333333333333,39.53,9.879999999999999
Cs2Ti(AgS2)2,mp-10488,4.178013147,29.0434136,4.173333333333333,37.56,8.629999999999999
Cs2VAgS4,mp-8684,3.493969477,32.8451582,3.5787500000000003,28.630000000000003,8.629999999999999
Cs2ZnGe3Se8,mp-1194749,4.04811342,34.59808447,4.6535714285714285,65.15,5.26
Cs2ZnSn3Se8,mp-1194701,4.250306889,36.80911827,5.08,71.12,5.4399999999999995
Cs3Bi,mp-635413,4.870314552,51.79871817,3.84,15.36,7.88
Cs3Bi2Br9,mp-27544,4.610617677,39.50939088,3.7992857142857144,53.19,7.88
Cs3Bi2I9,mp-669458,4.773291674,48.67400013,4.962857142857143,69.47999999999999,7.88
Cs3Li4(BO2)7,mp-1019615,3.110217999,13.84605183,0.8624999999999999,24.15,2.34
Cs3Nb2AsSe11,mp-683903,4.361703744,34.21924411,4.774705882352942,81.17,6.7
Cs3Nb9(TeO8)4,mp-1201443,4.835179138,16.15012296,2.2437500000000004,107.69999999999999,8.57
Cs3Sb,mp-10378,4.374317889,49.39463385,3.075,12.3,4.82
Cs3Sb2Br9,mp-579560,4.180171249,38.62815055,3.362142857142857,47.07000000000001,4.82
Cs3Sb2I9,mp-23029,4.459304233,47.46139236,4.525714285714286,63.36,4.82
Cs4BiAs3Se7,mp-1204289,4.273373863,39.32634749,4.53,67.95,7.88
Cs4Ge(PSe3)4,mp-1195417,3.646212916,36.3394248,3.6933333333333334,77.56,3.5
Cs4Zr3S14,mp-680246,3.332290361,29.76151813,2.6661904761904758,55.989999999999995,4.64
CsAg2AsS3,mp-866615,4.343555018,28.38620212,4.972857142857142,34.81,8.629999999999999
CsAg5Te3,mp-9206,6.95181612,28.00140951,8.121111111111112,73.09,8.629999999999999
CsAgSb4S7,mp-554408,4.278937262,28.42688772,4.124615384615385,53.620000000000005,8.629999999999999
CsAsSe2,mp-581864,4.292116085,35.37516555,4.295,17.18,3.8600000000000003
CsAu,mp-2667,6.972598524,39.27985928,10.585,21.17,17.43
CsB3O5,mp-3977,3.32366776,13.61912775,0.9877777777777776,8.89,2.34
CsBi3Se5,mp-567928,6.408777869,33.24148904,6.118888889,55.07,7.88
CsBiS2,mp-541378,4.858672446,34.69081273,3.9400000000000004,15.760000000000002,7.88
CsBiSe2,mp-1096942,5.44577637,38.1004969,5.300000000000001,21.200000000000003,7.88
CsBr,mp-22906,4.366105728,40.4683751,2.495,4.99,1.25
CsCdBO3,mp-1191636,4.526663474,18.59399419,2.1433333333333335,12.86,8.65
CsCeCdSe3,mp-574426,4.966302153,34.6795297,5.258333333333333,31.55,6.78
CsCl,mp-22865,3.92934016,35.57413907,0.935,1.87,1.87
CsCu2AsS3,mp-1196438,4.182496618,24.45161999,4.532857142857143,31.730000000000004,7.090000000000001
CsErZnSe3,mp-7155,5.393311549,30.9147569,5.406666666666666,32.44,7.2
CsF,mp-1784,4.642591754,27.16610668,0.935,1.87,1.87
CsGaS3,mp-562726,3.326758497,29.83132177,2.7960000000000003,13.98,4.03
CsGdZnTe3,mp-1104469,5.471632923,37.34665181,5.9366666666666665,35.62,6.03
CsGeB3O7,mp-558804,3.357642967,14.42345924,1.1841666666666666,14.21,5.32
CsGeI3,mp-28377,4.325382721,45.01362336,4.396,21.98,3.45
CsH3(SeO3)2,mp-1228884,3.526138012,15.2989372,0.9541666666666666,11.45,4.79
CsI,mp-614603,3.622301623,59.55115974,3.4,6.8,3.0599999999999996
CsInHgS3,mp-1194853,4.78903978,31.46690492,4.8149999999999995,28.89,11.629999999999999
CsInS2,mp-559459,3.995907581,32.3984495,3.33,13.32,5.4399999999999995
CsInSe2,mp-1200720,4.629128689,36.37762332,4.6899999999999995,18.759999999999998,5.4399999999999995
CsInTe2,mp-1199743,4.683208109,44.58076707,5.415,21.66,5.4399999999999995
CsInTe3O8,mp-1192413,5.055640627,19.16442593,2.1461538461538465,27.9,7.31
CsK2Sb,mp-581024,3.446978376,40.08804093,2.5700000000000003,10.280000000000001,5.83
CsLaHgSe3,mp-11124,5.715663492,34.34388914,5.9816666666666665,35.89,11.629999999999999
CsLi(B3O5)2,mp-1019715,2.377491541,14.15145381,0.9138888888888888,16.45,2.34
CsLu7S11,mp-1202825,5.857103267,25.52158397,4.922105263157894,93.52,7.97
CsLu7Se11,mp-1203743,6.730183482,28.90942751,6.496842105263157,123.44,7.97
CsPPbO4,mp-1192530,5.391094084,19.14432621,2.1557142857142857,15.09,11.4
CsPSe6,mp-1225967,4.07160289,32.50638795,4.05375,32.43,2.9699999999999998
CsRb2Sb,mp-984761,3.967898635,44.52779913,2.9050000000000002,11.620000000000001,5.16
CsSb,mp-573514,4.360504912,48.49001897,4.28,8.56,4.82
CsSb(SO4)2,mp-1195448,3.662842864,16.87926927,1.0583333333333333,12.7,6.69
CsSbS2,mp-561639,3.94434463,33.55261468,3.175,12.7,4.82
CsSbSe2,mp-2969,4.635730888,36.94747806,4.535,18.14,4.82
CsSc(SeO3)2,mp-1194629,3.894480792,18.41025501,1.4440000000000002,14.440000000000001,4.79
CsSmCdSe3,mp-510062,5.167033421,33.8809724,5.401666666666667,32.41,6.78
CsSmHgSe3,mp-7212,5.900862462,33.80323306,6.21,37.260000000000005,11.629999999999999
CsSmZnSe3,mp-505709,5.01458576,32.31692804,5.148333333333333,30.89,5.6499999999999995
CsTbZnTe3,mp-638078,5.426832809,37.74039866,5.991666666666666,35.95,6.36
CsYCdSe3,mp-11116,4.786701644,33.01987304,4.893333333333333,29.36,6.78
CsYHgSe3,mp-11123,5.53445744,32.96807229,5.701666666666666,34.21,11.629999999999999
CsYZnSe3,mp-574620,4.652519107,31.17626552,4.640000000000001,27.84,5.26
CsZn2B3O7,mp-1195000,3.424413627,15.22445397,1.7807692307692309,23.15,7.13
Cu2GeS3,mp-15252,4.491883289,18.23282547,4.908333333333333,29.450000000000003,6.890000000000001
Cu2O,mp-361,6.204947168,12.76448471,5.973333333333334,17.92,8.96
Cu2Se,mp-1097707,6.684578452,17.06202808,7.57,22.71,4.170000000000001
Cu2SnSe3,mp-1200177,5.543609876,24.09718384,6.6,39.6,4.170000000000001
Cu2WSe4,mp-1025340,6.004547169,24.76169578,8.054285714285713,56.379999999999995,14.510000000000002
Cu3Hg2(Te3O8)2,mp-1194777,5.920688448,16.75936032,3.3822222222222225,91.32,13.5
CuBS2,mp-12954,4.097111183,14.03202546,3.8600000000000003,15.440000000000001,6.890000000000001
CuBi(PSe3)2,mp-683998,4.903230081,27.37183415,5.109,51.09,7.93
CuBiPbS3,mp-624191,7.005217819,22.75303944,6.053333333333333,36.32,9.33
CuBiSeO,mp-23116,8.627813977,17.68189859,5.875,23.5,9.75
CuBr,mp-22913,5.264051279,22.62557073,6.040000000000001,12.080000000000002,5.840000000000001
CuCl,mp-1225654,4.207638996,19.53491105,4.48,8.96,8.96
CuHg(SeO3)2,mp-1194904,5.598589093,15.36541144,3.2040000000000006,32.04,13.5
CuI,mp-570081,5.728773114,27.60193495,6.945,13.89,4.030000000000001
CuN3,mp-27954,2.784706971,15.73743979,2.24,8.96,8.96
CuP2,mp-927,4.365565051,15.91141099,4.2,12.600000000000001,7.140000000000001
CuPS3,mp-1105187,3.013374959,21.01891183,3.3979999999999997,16.990000000000002,7.140000000000001
CuSbPbS3,mp-649774,5.63473688,24.00310549,5.543333333333333,33.260000000000005,9.33
CuSbS2,mp-4468,4.950919152,20.91521846,4.947500000000001,19.790000000000003,6.890000000000001
CuSbSe2,mp-20331,5.942303001,23.97808483,6.307500000000001,25.230000000000004,4.170000000000001
Dy(CuSe)3,mp-1225403,7.046771415,19.86214438,7.114285714285714,49.80000000000001,4.170000000000001
Dy(CuTe)3,mp-1225395,7.249515301,24.08148779,7.735714285714286,54.150000000000006,2.7200000000000006
Dy2(MoO4)3,mp-1213120,4.698582236,16.73124345,2.8058823529411763,47.7,10.2
Dy2O3,mp-2345,8.333958265,14.86395931,3.4200000000000004,17.1,8.55
Dy2S3,mp-1270,6.522929551,21.44468208,4.662,23.310000000000002,6.48
Dy2Te3,mp-1188427,6.686222073,35.15676083,7.164,35.82,2.3100000000000005
Dy3GaS6,mp-1189242,5.474547205,22.73725341,4.397,43.97,6.48
Dy4GaSbS9,mp-1196712,5.675275006,22.04324384,4.3613333333333335,65.42,6.48
Dy4Te3S4,mp-1095296,6.327594458,27.69953246,5.5636363636363635,61.2,6.48
DyN,mp-1410,10.03231147,14.6076142,4.275,8.55,8.55
DyPO4,mp-5767,6.006926605,11.86245156,1.7283333333333335,10.370000000000001,8.55
Er(CuTe)3,mp-2717767,7.386340661,23.78823989,7.8100000000000005,54.67,2.83
Er2O3,mp-679,8.894209986,14.28306943,3.628,18.14,9.07
Er2Se3,mp-209,6.781400486,27.98326698,6.502000000000001,32.510000000000005,4.28
Er2Te3,mp-14643,6.949237558,34.28101435,7.372,36.86,2.83
ErBiW2O9,mp-1983109,8.007616105,14.16359189,4.4169230769230765,57.42,19.3
ErN,mp-19830,10.76794489,13.97661204,4.535,9.07,9.07
Eu(BiSe2)2,mp-1193071,7.160811479,29.34318385,6.271428571428571,43.900000000000006,4.96
Eu(DySe2)2,mp-645690,6.895468238,27.27426952,5.928571428571429,41.5,3.7600000000000007
Eu(ErSe2)2,mp-1193984,7.101413224,26.80124531,6.0771428571428565,42.540000000000006,4.28
Eu(GaS2)2,mp-1181942,4.305396067,23.12309016,3.6171428571428565,25.32,3.8300000000000005
Eu(GaSe2)2,mp-1201775,5.303823677,27.15998359,5.171428571428571,36.2,1.1100000000000003
Eu(HoSe2)2,mp-1193885,6.922423076,27.33463376,6,42,4.010000000000001
Eu(InSe2)2,mp-1104657,5.679863216,29.12862819,5.574285714285715,39.019999999999996,2.5199999999999996
Eu(LuSe2)2,mp-645692,7.431266361,26.1037204,6.297142857142857,44.08,5.05
Eu(SbS2)2,mp-1194437,5.285111004,23.50801748,3.8428571428571425,26.9,4.620000000000001
Eu(TmSe2)2,mp-542964,7.25295148,26.35085931,6.148571428571429,43.040000000000006,4.53
EuAl2O4,mp-1019732,4.707682089,13.60149108,1.52,10.64,5.24
EuIn2(GeIr)4,mp-1095411,11.0209877,19.73823494,11.885454545454545,130.74,17.159999999999997
Fe2B(PO4)3,mp-1197728,3.14858209,11.93709576,1.3066666666666666,23.520000000000003,7.86
FeAsS,mp-561511,6.347305253,14.19963393,5.220000000000001,15.66,5.790000000000001
FeAsSe,mp-1101894,7.407455827,15.67156213,6.126666666666667,18.38,3.0700000000000003
FeBi(SeO3)3,mp-1197024,4.81910384,15.89225642,2.2842857142857143,31.98,9.75
FeBi25O39,mp-757766,8.849072549,17.04545999,3.870923076923077,251.61,9.75
FeP4,mp-570553,4.142491451,14.40994508,3.0280000000000005,15.14,6.04
FePS,mp-1101971,5.074600806,12.96726834,3.9166666666666665,11.75,6.04
FeSi2,mp-1714,5.083093963,12.19775104,4.173333333333334,12.52,5.53
Ga2(TeO3)3,mp-1181313,4.081258145,19.3623511,2.18,30.52,6.24
Ga2HgS4,mp-4809,4.848774584,22.9107608,4.797142857142856,33.58,11.43
Ga2HgSe4,mp-4730,5.949833585,26.1497763,6.3514285714285705,44.46,8.71
Ga2O3,mp-886,5.887588,10.57337629,2.3600000000000003,11.8,5.9
Ga2PbS4,mp-1196984,4.673442148,24.10581632,4.497142857142856,31.480000000000004,9.33
Ga2PbSe4,mp-571171,5.89445331,26.66147856,6.051428571428572,42.36,6.61
Ga2S3,mp-539,3.57170404,21.91061084,3.6020000000000003,18.009999999999998,3.8300000000000005
Ga2Se2O7,mp-1196063,4.86483306,12.70269247,1.9436363636363638,21.380000000000003,5.9
Ga2Se3,mp-1340,4.965206662,25.17131984,5.234,26.17,1.1100000000000003
Ga2SnGeS6,mp-1194838,3.470872537,25.03032833,3.6849999999999996,36.849999999999994,5.24
Ga2Te3,mp-38970,5.404814384,32.09027447,6.104,30.52,0.33999999999999986
GaAgGeS4,mp-1224946,3.795469259,23.65600295,4.285714285714286,30,8.43
GaAgO2,mp-11020,7.234829672,12.02628116,4.1,16.4,10.5
GaAgS2,mp-5342,4.669724657,21.48882029,5.135,20.54,8.43
GaAgSe2,mp-5518,5.606598706,24.84257765,6.494999999999999,25.979999999999997,5.71
GaAgTe2,mp-4899,5.863972664,30.63907083,7.22,28.88,4.6
GaAs,mp-2534,5.053200362,23.76592969,5.815,11.63,0.16999999999999993
GaBi25O39,mp-849761,8.950114721,16.89263821,3.8407692307692307,249.65,9.75
GaCuGeSe4,mp-1224851,5.286351471,23.41297753,5.619999999999999,39.34,4.170000000000001
GaCuO2,mp-11019,6.267888092,10.946017,3.7150000000000003,14.860000000000001,8.96
GaCuS2,mp-5238,4.413158153,18.56883098,4.75,19,6.890000000000001
GaCuSe2,mp-4840,5.545702568,21.79754072,6.11,24.44,4.170000000000001
GaCuTe2,mp-3839,5.910200069,27.28621464,6.835000000000001,27.340000000000003,3.0600000000000005
GaGeTe,mp-8211,5.200476369,28.73352851,5.82,17.46,0.9199999999999999
GaHSeO4,mp-1194398,4.529430053,11.19151115,1.5271428571428571,10.690000000000001,5.9
GaN,mp-804,6.08097682,11.4320809,2.95,5.9,5.9
GaP,mp-2490,4.128066394,20.25293336,3.8600000000000003,7.720000000000001,4.08
GaS,mp-2507,3.775576276,22.38372876,3.9850000000000003,7.970000000000001,3.8300000000000005
GaSe,mp-568263,4.850188152,25.45199509,5.345000000000001,10.690000000000001,1.1100000000000003
GaTe,mp-542812,5.154297046,31.78537707,6.07,12.14,0.33999999999999986
Gd(CuS)3,mp-1226384,5.961722971,17.67027931,5.855714285714286,40.99,6.890000000000001
Gd2(MoO4)3,mp-3572,4.307440004,18.01243805,2.7294117647058824,46.4,10.2
Gd2O3,mp-504886,7.632702113,15.77272148,3.16,15.8,7.9
Gd2S3,mp-669509,6.127634301,22.25900106,4.402,22.009999999999998,5.83
Gd2Se3,mp-1188175,7.244907554,25.27535441,6.034000000000001,30.17,3.1100000000000003
Gd2Te3,mp-1105966,7.396977716,31.30721588,6.904,34.519999999999996,1.6600000000000001
Gd4GaSbS9,mp-1199284,5.435838256,22.58652858,4.188000000000001,62.81999999999999,5.83
GdScS3,mp-510490,4.588943874,21.59566059,3.42,17.1,5.83
Ge(Bi3O5)4,mp-23352,9.204318995,15.85624378,3.7066666666666666,122.32,9.75
Ge(SeO3)2,mp-1205339,4.278777381,14.08137604,1.6555555555555554,14.9,5.32
Ge2Sb2Te5,mp-1224375,6.24362698,30.34278916,6.135555555555555,55.220000000000006,1.37
Ge3Ru2,mp-21945,9.182948736,15.19176596,8.152000000000001,40.760000000000005,7.08
GeAs,mp-9548,4.961487057,24.69338313,5.525,11.05,0.41000000000000014
GeAs2,mp-17524,4.888236337,25.19259298,5.593333333333334,16.78,0.41000000000000014
GeI2,mp-27922,4.739246028,38.12710678,5.06,15.18,0.39000000000000057
GeO2,mp-470,6.20512815,9.33404388,1.7733333333333334,5.32,5.32
GeP,mp-1095275,3.814043348,22.55542006,3.5700000000000003,7.140000000000001,3.5
GePb2(SeO3)4,mp-1198509,5.666135918,15.34532411,2.488421052631579,47.28,11.4
GePbS3,mp-624190,4.825704315,25.87895019,4.586,22.93,9.33
GeS,mp-2242,3.9582907,21.96235145,3.6950000000000003,7.390000000000001,3.2500000000000004
GeS2,mp-572892,2.768684047,27.34294516,3.1533333333333333,9.46,3.2500000000000004
GeSe,mp-700,5.064232302,24.85448015,5.055,10.11,0.5300000000000002
GeSe2,mp-540625,4.115928917,31.00587133,4.966666666666667,14.9,0.5300000000000002
H7Se2NO6,mp-24354,2.643831779,10.7942959,0.59875,9.58,4.79
HfHg4(AsCl3)2,mp-1198529,5.465403925,31.39731033,6.058461538461539,78.75999999999999,13.5
HfHg4(PCl3)2,mp-1202310,5.575057648,28.76593333,5.456923076923077,70.94,13.5
HfO2,mp-352,10.24124329,11.37638161,4.433333333333334,13.3,13.3
HfS2,mp-985829,5.799198856,23.15722098,5.8133333333333335,17.44,11.23
HfS3,mp-9922,5.431896672,20.99290547,4.8774999999999995,19.509999999999998,11.23
HfSe2,mp-985831,7.094213797,26.24777334,7.626666666666667,22.880000000000003,8.510000000000002
Hg3Bi2(SCl4)2,mp-1104411,5.290891543,28.61221548,4.276,64.14,13.5
Hg3Bi2(TeCl4)2,mp-1192395,5.751114643,30.00045839,4.832,72.48,13.5
Hg8Bi3As4Cl13,mp-1204118,5.765546743,30.7784326,5.720357142857142,160.17000000000002,13.5
HgBr,mp-23177,7.337680532,31.73831587,8.31,16.62,10.379999999999999
HgBr2,mp-571558,5.88410745,33.90233572,6.58,19.740000000000002,10.379999999999999
HgBrCl,mp-1224070,5.490357439,31.85234855,5.54,16.62,13.5
HgCl,mp-22897,6.920946902,28.316835,6.75,13.5,13.5
HgCl2,mp-22855,5.308672812,28.30774787,4.5,13.5,13.5
HgI,mp-22859,7.187592341,37.83028695,9.215,18.43,8.57
HgO,mp-1224,10.77019191,16.69678513,6.75,13.5,13.5
HgPS3,mp-27178,4.600070932,23.66294941,4.306,21.53,11.68
HgSe,mp-1018722,8.307718382,27.93809773,9.145,18.29,8.71
Ho(CuTe)3,mp-1224142,7.319369962,23.93042507,7.771428571428572,54.400000000000006,2.7200000000000006
Ho2(MoO4)3,mp-1212381,4.774717512,16.56389188,2.835294117647059,48.2,10.2
Ho2HfS5,mp-1195954,6.966677708,19.922732,5.15625,41.25,11.23
Ho2O3,mp-812,8.612953628,14.5699,3.5200000000000005,17.6,8.8
Ho2S3,mp-878,6.046408249,23.40172895,4.7620000000000005,23.810000000000002,6.73
HoN,mp-883,10.38451367,14.30649146,4.4,8.8,8.8
In2As2Cl2O5,mp-1191856,4.227394858,18.93967568,2.370909090909091,26.08,7.31
In2B(PO4)3,mp-1198577,3.700071042,13.09858645,1.2455555555555555,22.42,7.31
In2Bi3Se7I,mp-1198248,6.476221492,30.29927832,6.3330769230769235,82.33000000000001,4.96
In2HgS4,mp-22356,5.648418624,23.45505588,5.199999999999999,36.4,11.43
In2HgSe4,mp-20731,6.005962726,29.46766157,6.7542857142857144,47.28,8.71
In2HgTe4,mp-19765,6.147064275,36.29946985,7.582857142857143,53.08,7.26
In2O3,mp-22598,6.99871242,13.1744929,2.924,14.62,7.31
In2S3,mp-22216,4.499472953,24.04971028,4.1659999999999995,20.83,5.24
In2Se2O7,mp-1199125,5.428309876,13.89224101,2.2,24.2,7.31
In2Se3,mp-612740,5.191105834,29.84597379,5.798,28.990000000000002,2.5199999999999996
In3CuSe5,mp-1224175,5.409015905,27.38392479,6.093333333333334,54.84,4.170000000000001
In4As5(BrO4)3,mp-1200791,4.434226572,19.74745923,2.8020833333333335,67.25,7.31
In4Bi3S10,mp-1224757,5.761206118,23.85275968,4.658235294117647,79.19,7.68
In4Se3,mp-19932,5.777570959,28.58313395,6.23,43.61,2.5199999999999996
In4Te3,mp-617281,6.020879476,33.17724734,6.851428571428571,47.959999999999994,1.0699999999999994
In5AgS8,mp-36751,4.834628163,23.02407403,4.543571428571428,63.61,8.43
In5AgTe8,mp-1224268,5.597700659,36.07982079,6.926428571428572,96.97,4.26
In5CuS8,mp-674514,4.910197384,21.59908762,4.433571428571429,62.06999999999999,6.890000000000001
In6S7,mp-555853,4.978098661,23.43611714,4.4884615384615385,58.349999999999994,5.24
In6Se7,mp-1192955,6.006894166,26.40263444,5.953076923076923,77.39,2.5199999999999996
InAgO2,mp-20329,7.150982639,14.78518455,4.4525,17.81,10.5
InAgS2,mp-19833,4.845347505,24.57354733,5.4875,21.95,8.43
InAgTe2,mp-22386,5.826963993,34.04640502,7.5725,30.29,4.26
InBi2S4Br,mp-1206068,6.015850801,25.56505527,4.776249999999999,38.209999999999994,7.68
InBi2S4Cl,mp-559521,5.989809577,24.13582245,4.3862499999999995,35.089999999999996,9.75
InBi2Se4Br,mp-571169,6.44128458,29.92121301,6.1362499999999995,49.089999999999996,6.63
InCuGeSe4,mp-1224210,5.026789959,26.75000531,5.821428571428571,40.75,4.170000000000001
InHg7S6Cl5,mp-1196151,6.071313816,27.18651192,6.012105263157895,114.23,13.5
InP,mp-20351,4.705583122,25.72400807,4.5649999999999995,9.129999999999999,5.489999999999999
InPS4,mp-20790,3.056129866,24.81753486,2.9016666666666664,17.409999999999997,5.489999999999999
InS,mp-19795,4.920436512,24.78489044,4.6899999999999995,9.379999999999999,5.24
InSb2S4Br,mp-559864,4.548765448,25.85038493,4.0112499999999995,32.089999999999996,5.24
InSb2S4Cl,mp-556541,4.241925354,25.54518314,3.62125,28.97,7.31
InSb2Se4Br,mp-570321,5.329025714,29.3717531,5.37125,42.97,4.1899999999999995
InSe,mp-20485,5.220219865,30.82015198,6.05,12.1,2.5199999999999996
IrS2,mp-2833,8.401620928,16.88857471,8.846666666666666,26.54,20.33
IrSe2,mp-1361,9.752430302,19.87252234,10.66,31.979999999999997,17.61
K10Zn4Sn4S17,mp-1224229,2.701186558,29.37712006,2.9014285714285712,101.55,6.449999999999999
K2Ag3Sb3S7,mp-1223709,4.090203385,26.83623023,4.518666666666666,67.78,9.64
K2Al2B2O7,mp-560217,2.47182613,13.73428329,0.9076923076923077,11.8,2.7
K2Au(IO3)5,mp-1195201,4.587905855,18.09182697,1.9856521739130435,45.67,19.3
K2BaNb2S11,mp-1212599,2.946133269,26.56303253,2.8206249999999997,45.129999999999995,7.71
K2Bi8Se13,mp-28800,6.539594692,30.65287426,6.173478260869565,141.99,8.89
K2Cd2Te3,mp-571637,4.343211512,37.45840984,5.3914285714285715,37.739999999999995,7.79
K2Cd3S4,mp-18101,3.782273258,26.52190478,3.9944444444444445,35.95,7.79
K2Cd3Se4,mp-1198419,4.558188685,29.60000666,5.203333333333333,46.83,7.79
K2Cd3Te4,mp-18531,4.608235989,37.06832297,5.847777777777778,52.63,7.79
K2Ce(PO4)2,mp-1195550,3.873099477,13.46415029,0.9246153846153847,12.020000000000001,6.66
K2FeGe3Se8,mp-1200819,3.845350366,30.34045106,4.561428571428571,63.86,7
K2Ga3CuSe6,mp-10973,4.169716117,27.36795844,4.76,57.120000000000005,8.100000000000001
K2Gd2Sb2Se9,mp-1199482,5.118184116,29.13152986,4.934,74.00999999999999,7.04
K2Ge2PbS6,mp-561132,3.267886837,28.78219257,3.289090909090909,36.18,10.540000000000001
K2Ge3(BO5)2,mp-560019,3.471399633,13.44251225,1.315294117647059,22.36,5.32
K2Hg(PSe3)2,mp-568855,3.99094438,30.80836795,4.327272727272727,47.6,12.64
K2Hg3(GeS4)2,mp-17792,4.507776025,26.56617794,4.628,69.42,12.64
K2Ho4Cu4S9,mp-1172870,5.270524755,21.23658105,4.8100000000000005,91.39,8.100000000000001
K2In2P3Se10,mp-1199715,3.891963504,29.87497228,4.1000000000000005,69.7,6.449999999999999
K2In3AgSe6,mp-21705,4.575631957,30.3718371,5.240833333333333,62.89,9.64
K2In3CuSe6,mp-21713,4.351386865,30.52753613,5.1125,61.35,8.100000000000001
K2La2Sb2S9,mp-1223734,3.68609251,26.67224736,3.068666666666666,46.03,5.83
K2La2Ti3O10,mp-6548,4.764175477,13.52367565,1.6258823529411766,27.64,6.15
K2Mn(SnSe3)2,mp-669410,3.958046622,32.20177633,4.7736363636363635,52.510000000000005,6.569999999999999
K2MnSnSe4,mp-628305,3.972338465,29.66333744,4.452500000000001,35.620000000000005,6.569999999999999
K2Mo2Se2O11,mp-1195788,3.680762412,16.0284726,1.864705882352941,31.699999999999996,10.2
K2NbCuS4,mp-9763,2.752204911,27.37007955,3.44125,27.53,8.100000000000001
K2NbCuSe4,mp-9003,3.76775267,30.32671386,4.80125,38.41,8.100000000000001
K2Nd2Ti3O10,mp-1223975,4.886071925,13.39965851,1.7258823529411766,29.340000000000003,7
K2PAuS4,mp-9509,3.24832553,27.75788124,3.8899999999999997,31.119999999999997,18.44
K2PdSe10,mp-505138,3.949648276,31.50669494,4.74,61.62,11.14
K2RbSb,mp-976148,3.0387109,38.99337436,2.4850000000000003,9.940000000000001,5.83
K2ReH9,mp-29877,3.148111856,12.02085678,1.8933333333333333,22.72,21
K2S,mp-1022,1.797202075,33.95902569,1.2633333333333332,3.79,1.21
K2Se,mp-8426,2.311697322,37.62959095,2.17,6.51,3.93
K2SmP2S7,mp-555587,2.447528638,29.114734,2.2808333333333333,27.369999999999997,6.659999999999999
K2Sn(AuS2)2,mp-557121,4.57289965,29.01376222,6.212222222222222,55.910000000000004,18.44
K2Sn2Hg3S8,mp-18115,4.348283674,29.88639374,4.8933333333333335,73.4,12.64
K2Sn3(SbS5)2,mp-1195395,3.374144477,28.90567343,3.395882352941176,57.730000000000004,6.449999999999999
K2Te,mp-1747,2.495220889,45.65170904,2.6533333333333333,7.96,5.38
K2TeI6,mp-27688,4.104261957,43.48087946,4.171111111,37.54,5.38
K2Th(CuS2)2,mp-555425,4.48291829,23.27796027,4.402222222222222,39.620000000000005,10.84
K2Ti(CuS2)2,mp-1211474,3.178635901,22.13931888,3.606666666666667,32.46,8.100000000000001
K2VAgS4,mp-8900,2.878095044,26.34290006,3.32625,26.61,9.64
K2VCuS4,mp-15147,2.603007472,25.5925224,3.13375,25.07,8.100000000000001
K2Zn(SnSe3)2,mp-1195072,4.042280339,31.92178589,4.746363636363636,52.21,6.449999999999999
K2ZnTe2,mp-12535,3.710848204,35.69169324,4.266000000000001,21.33,6.27
K3B6ClO10,mp-1189091,2.307668275,13.58584933,0.831,16.619999999999997,2.34
K3Bi2I9,mp-1120792,4.260627387,46.69636683,4.746428571428572,66.44999999999999,8.89
K3Cd(BO2)5,mp-1204785,2.68662482,14.4354935,1.2068421052631577,22.93,8.65
K3Cr2(PS4)3,mp-559251,2.061293915,28.15458566,2.3629999999999995,47.26,6.33
K3NaSn3Se8,mp-628185,3.876487786,32.21550662,4.253333333333334,63.8,6.449999999999999
K3Nb2AsSe11,mp-542545,4.074784702,29.88263499,4.596470588235294,78.14,7.71
K3Sm(AsS4)2,mp-560964,2.738580489,29.19221919,2.7228571428571424,38.120000000000005,6.659999999999999
