Formula,Material ID,formula_unit_mass,volume,density,estimate_density
Ba2GaSbTe5,mp-1200935,4416.548,1337.2336942096854,5.484344677575937,5.48434776036238
Ba2GaSe4,mp-1195574,5281.736,1791.5354824379092,4.895537405451072,4.895540157265051
Ba2GdGaSe5,mp-1190156,1792.8539999999998,548.5889302385677,5.426839558019166,5.426842608481601
Ba2GdGaTe5,mp-1105573,2279.254,664.7970764895899,5.693151254048244,5.693154454206246
Ba2HgS5,mp-1194545,2542.276,910.7392948649457,4.635298641314908,4.635301246846955
Ba2In2S5,mp-22841,5316.92,2041.8946102537304,4.323902580304948,4.323905010799208
Ba2In2Se5,mp-573635,7192.719999999999,2337.8500275694064,5.108878847773123,5.108881719507737
Ba2InAgS4,mp-1197611,2502.4008,888.9663264402408,4.67434385881705,4.674346486296672
Ba2InBiS5,mp-864638,1517.5548,508.7964737048264,4.952783993877049,4.952786777869714
Ba2InSbSe5,mp-1189339,1812.0639999999999,563.9965038747204,5.335144885663771,5.335147884584025
Ba2NaCu3S5,mp-1191092,1297.21353856,480.41085870553957,4.483815716208886,4.483818236591379
Ba2NdGaS5,mp-1228486,1297.888,461.33916065863355,4.671603696062709,4.6716063220020665
Ba2NdGaSe5,mp-1205363,1766.8379999999997,562.8412374724637,5.212666251194766,5.212669181268967
Ba2NdInSe5,mp-1190093,1857.0279999999998,567.780586129152,5.431090137817126,5.4310931906688396
Ba2NdInTe5,mp-1205400,2343.428,689.4538646749269,5.644110422963621,5.644113595555447
Ba2ScTaO6,mp-1205823,596.5541920000001,143.7159044723548,6.892776027795513,6.892779902270541
Ba2SmGaSe5,mp-1189376,1779.074,557.0061959290869,5.303750480629185,5.303753461902434
Ba2SmGaTe5,mp-1189729,2265.474,670.0210417624331,5.61461185080276,5.614615006813244
Ba2SmInSe5,mp-1188304,1869.264,563.0723235037008,5.512588291455211,5.512591390117577
Ba2SmTaO6,mp-1214622,701.9582800000001,161.64624337344023,7.21098815993186,7.210992213276033
Ba2SnSe4,mp-1192595,2836.816,933.839719250766,5.044381488223018,5.04438432370324
Ba2SnSe5,mp-31307,12610.624,4080.1026864279265,5.132330094499807,5.132332979416523
Ba2TaInO6,mp-1079630,666.41628,148.17176644031986,7.468428663189091,7.468432861242275
Ba2ThCu2Se5,mp-1078405,1028.58406,272.77735254430667,6.261531608034104,6.261535127682465
Ba2V2Te2O11,mp-1204192,1615.4607999999998,580.7676978338706,4.61894795279787,4.618950549139087
Ba2V2ZnO8,mp-556688,2279.7648,832.1545982567941,4.549200978988435,4.549203536124415
Ba2YGaSe5,mp-1106265,1656.1657,545.6458567225851,5.04013328742482,5.040136120517101
Ba2YGaTe5,mp-1189739,2142.5657,658.8184170401735,5.400295370598644,5.400298406140415
Ba2YInSe5,mp-1205397,1746.3556999999998,559.4684048644975,5.1832987150220555,5.183301628588571
Ba2YInTe5,mp-1106096,2232.7556999999997,682.4808463080432,5.432501272497813,5.432504326142736
Ba2ZnSe3,mp-1190528,2307.772,730.2949265261692,5.247394475317219,5.247397424912385
Ba2ZnTe3,mp-1190380,2891.4519999999998,895.4649408087806,5.361872683549311,5.361875697493437
Ba3Bi2TeO9,mp-556407,2203.0728,511.6802199628292,7.14956003425265,7.149564053067666
Ba3Cd(SnS4)2,mp-1228659,4073.328,1673.8646506646155,4.04090036335375,4.040902634770592
Ba3Dy2(PS4)4,mp-560798,5495.664192,2587.0104450156455,3.527533143638132,3.52753512648786
Ba3Er2(PS4)4,mp-560534,5533.736192,2568.854420882231,3.577075079217028,3.5770770899146056
Ba3FeS4Br,mp-1195713,2703.96,1040.5661353344017,4.3149887950954655,4.314991220579228
Ba3Gd2(PS4)4,mp-684036,5453.664192,2591.2172795475785,3.494891192032606,3.494893156534077
Ba3GeS5,mp-1200759,2579.7839999999997,1019.5055475527674,4.201872295518717,4.201874657418946
Ba3Ho2(PS4)4,mp-559171,5515.106752,2578.7872870152287,3.551301134559748,3.5513031307696212
Ba3In2(PO4)4,mp-1200796,2043.004896,748.7657292020361,4.530775529321387,4.5307780761003
Ba3InS4Cl,mp-1205371,1381.024,523.8349524113831,4.377799330410555,4.377801791200535
Ba3MgTa2O9,mp-6325,942.1763599999999,212.27990794747208,7.3700835304400085,7.370087673212743
Ba3Nb2Se9,mp-1195033,5233.73504,1660.893532193597,5.2326180635281645,5.232621004817412
Ba3P3ClO10,mp-1194911,2801.397144,1186.9479682271985,3.919151911622161,3.919154114603391
Ba3Sb2S7,mp-1195624,3519.8239999999996,1457.6758543085587,4.009674196276463,4.009676450140868
Ba3Ta2Se9,mp-1195068,5938.06704,1661.7346515426332,5.933794719184651,5.933798054609937
Ba3Ta2ZnO9,mp-1214475,983.28036,213.10688841245232,7.66176759167164,7.661771898401916
Ba3Tb2(PS4)4,mp-554264,5467.066992,2596.2951919657785,3.496627944321598,3.496629909799309
Ba3ThSe7,mp-1095255,1196.7390599999999,356.28746512126656,5.577608409489747,5.577611544700351
Ba3V2(SeO4)4,mp-1200758,4342.777599999999,1684.4187018448101,4.2812109925266,4.281213399023636
Ba4Ga4SnSe12,mp-1195344,3788.86,1285.203638847826,4.895372108904389,4.895374860625453
Ba4LiGa5Se12,mp-1197353,3704.768,1271.5281880449352,4.838203395355748,4.838206114941901
Ba5(Ga2Se5)2,mp-1228123,1755.127,566.9750778699371,5.140361656272003,5.140364545703314
Ba5(GaSe4)2,mp-1204617,5831.044,1881.7446481894565,5.145584641561135,5.145587533928321
Ba5In4Te4S7,mp-1105201,1880.7619999999997,661.8782175607454,4.718509679146709,4.7185123314522315
Ba8Al10B12O41,mp-1019529,2154.138786,961.963716660688,3.7184683237829623,3.718470413958619
Ba8Sn4S15,mp-1195594,16435.448,6502.604306898791,4.197042014707602,4.197044373892698
BaAgSbS3,mp-1190401,1852.6008,664.0076507774867,4.632952646874406,4.632955251087753
BaAl4Se7,mp-1191234,1595.9463087999998,641.7007611769973,4.129855151017178,4.129857472436094
BaBClF4,mp-1103527,519.1692256,242.96215138054413,3.548292507234951,3.548294501753655
BaBSbS4,mp-866301,1592.632,732.6209720150708,3.609817020994163,3.609819050096203
BaBiClO2,mp-552806,827.5184,232.14067732689642,5.919370303186048,5.919373630503275
BaCaB2O5,mp-1019542,2232.192,1024.7571456742523,3.6170931188902844,3.617095152082267
BaCdSnS4,mp-12306,3973.6639999999998,1606.086617582883,4.108386333155849,4.108388642506999
BaCu2SnSe4,mp-12364,1397.9379999999999,437.9902632102209,5.299959512046295,5.299962491188616
BaCuTeF,mp-13287,694.9428063999999,188.5504196415294,6.12027107271242,6.120274512957299
BaF2,mp-1029,175.3238064,60.32690236247557,4.825907156361877,4.825909869036232
BaGa2GeS6,mp-1227983,541.803,241.64979824809052,3.7230945542831164,3.7230966470592084
BaGa2GeSe6,mp-1227970,823.173,279.9605780435599,4.8825121544706915,4.88251489896309
BaGa2SiS6,mp-1227993,497.24850000000004,232.8189849778162,3.5465344896032667,3.546536483133777
BaGa2SiSe6,mp-1227978,778.6185,276.506229328853,4.6759396356665635,4.675942264043182
BaGa4S7,mp-4309,1281.348,556.2945318144618,3.8248235246350175,3.824825674593636
BaGa4Se7,mp-1191072,1937.8779999999997,644.9100652346652,4.989722286523408,4.989725091279332
BaGe2,mp-2139,2260.8559999999998,741.2725268258605,5.064587686842674,5.064590533680935
BaHgS2,mp-28007,1608.188,460.1347096257203,5.803646072710984,5.803649334978855
BaIn2(P2O7)2,mp-1205018,1429.6992959999998,586.1095018288697,4.05055971126653,4.050561988112954
BaLa2Te5O14,mp-559703,2554.2590800000003,757.221157911418,5.601331849015704,5.601334997561409
BaNaB5O9,mp-1019554,1433.4654771199998,775.616724116721,3.0689454615498435,3.0689471866244005
BaO,mp-1342,153.3264,43.453575205003915,5.859229670745691,5.859232964257472
BaPd(IO3)4,mp-1106270,943.3576800000001,321.65937982617254,4.870003424938772,4.87000616239993
BaReH9,mp-28911,665.21092,229.13336978879272,4.820811221024321,4.820813930834216
BaS,mp-1500,169.392,67.12620118023263,4.190346371817915,4.190348727239345
BaSe,mp-1253,216.28699999999998,74.09331260733886,4.84730673334938,4.847309458052578
BaSi2,mp-1477,1547.984,713.4763881255375,3.6027652060427426,3.6027672311809114
BaSn2S5,mp-1202711,2140.2879999999996,837.0754599924151,4.245772343878512,4.245774730455249
BaSnO3,mp-3163,304.0352,71.13628093297905,7.097114448493584,7.09711843782859
BaTaNO2,mp-1227303,364.28038000000004,70.80942081071547,8.542674057494262,8.542678859387893
BaTe,mp-1000,264.927,89.09415786940792,4.937715825789215,4.937718601311962
BaTeMo2O9,mp-19049,1201.6032,389.78945260179916,5.118940604557455,5.118943481947849
BaTiO3,mp-5777,233.19219999999999,65.57310741671338,5.905237274567591,5.905240593940549
BaV2SeO8,mp-1200210,1784.6607999999999,715.8785589847835,4.139667184937439,4.139669511871763
BaZnSO,mp-548469,501.6008,161.26306331513743,5.165024817928211,5.165027721222847
Be3N2,mp-18337,440.399568,268.4366404588809,2.7242953358663557,2.724296867210796
BeO,mp-2542,50.023163999999994,27.51023288811809,3.0194371089026797,3.0194388061482638
BeS,mp-422,41.07718199999999,28.880721048437852,2.361792329991975,2.3617936575710754
BeSe,mp-1541,87.97218199999999,34.50577300165209,4.233530574088316,4.233532953783873
BeTe,mp-252,136.612182,45.40050984281411,4.996636953414623,4.996639762057327
Bi2(MoO4)3,mp-23388,3591.0944,947.8065623428338,6.291529073515254,6.2915326100253885
Bi2CO5,mp-556210,4079.748,861.8579406588494,7.860438033099017,7.860442451503263
Bi2I4O13,mp-1204764,4534.28352,1188.6516629956714,6.334366205339656,6.334369765928826
Bi2Mo2Se2O13,mp-1200193,1951.5059999999999,556.3938226291571,5.82420548163448,5.824208755458931
Bi2O3,mp-23262,1863.836,327.9206233179676,9.438175801265304,9.438181106526393
Bi2S3,mp-22856,2056.6232,517.2810621133061,6.602026285137526,6.6020299961802005
Bi2Se3,mp-541837,654.8408,151.77783048479455,7.164344933185313,7.164348960311019
Bi2Te2Se,mp-29666,752.1208,171.2386874142613,7.293480171224617,7.293484270938095
Bi2Te3,mp-34202,800.7608,181.7667606640336,7.315389164356592,7.31539327638526
Bi4Pb7Se13,mp-1190436,3312.8016,730.245597533265,7.533131997340656,7.533136231764013
Bi5IO7,mp-554445,5135.20908,1012.1835905508891,8.424573735539456,8.424578471048113
Bi7O5F11,mp-1190898,1751.8422352000002,337.5345547163007,8.618384190366806,8.618389034817604
BiBPbO4,mp-556601,1963.956,430.26429607165056,7.57958699538571,7.579591255921728
BiBr3,mp-2913080,1794.7696,691.496424150713,4.309906649201264,4.309909071828318
BiBrO,mp-23072,609.7676,129.50609729692894,7.81849613632773,7.818500531156159
BiClO,mp-22939,520.8656,113.58578538575841,7.614664760301017,7.61466904055448
BiI3,mp-22849,1179.38762,367.81189633263233,5.324512983950062,5.3245159768940535
BiIO,mp-22987,703.7685399999999,154.0010489653947,7.58848827566523,7.588492541204717
BiP3(PbO4)3,mp-1227709,2230.988972,590.0824587631331,6.278180769726738,6.278184298733703
BiPO4,mp-1190564,1215.807048,293.9607729196479,6.867906491739534,6.8679103522352305
BiPbBrO2,mp-1227444,528.0831999999999,106.06848147333677,8.267326653823874,8.267331300942907
BiPbClO2,mp-23084,967.2643999999999,204.95523902001557,7.836737092505119,7.836741497586909
BiSBr,mp-23324,1283.7975999999999,343.1261298289098,6.212864259187372,6.212867751479494
BiSCl,mp-23318,1105.9936,325.1120564496465,5.648961777257308,5.648964952576113
BiSI,mp-23514,1471.7994800000001,389.3784591920204,6.27661976939594,6.276623297525457
BiSbTe3,mp-1227340,713.5404,175.60495542387753,6.74731363324774,6.747317425957393
BiSeBr,mp-569707,1471.3776,393.0647892813887,6.215972666966726,6.215976161006105
BiSeI,mp-23020,1659.37948,435.5874447609272,6.325858300086527,6.325861855893347
BiTeI,mp-22965,463.48487,120.86064635924215,6.367951492873749,6.367955072341431
BiTeNO6,mp-1195032,1786.334,499.86526314823703,5.934153884416214,5.9341572200433905
CBr4,mp-680422,5306.0271999999995,2884.9841982496796,3.0540428815477614,3.05404459824548
CI4,mp-27962,519.62858,219.79398968328906,3.925783222986315,3.925785429695049
Ca(BiO2)2,mp-558751,4176.291200000001,985.1659924960493,7.039315956824002,7.039319913670092
Ca(GdS2)2,mp-36358,965.6759999999999,300.5017566265973,5.336217470670494,5.336220470193654
Ca(LaS2)2,mp-35421,892.2978800000001,329.4791705502156,4.497083947097454,4.497086474938106
Ca(NdS2)2,mp-35876,913.644,315.7603437017953,4.804724802293355,4.804727503060969
Ca(PrS2)2,mp-34185,900.3065999999999,321.28573521660104,4.653161087932957,4.653163703505602
Ca(SmS2)2,mp-36100,938.116,307.2174140991553,5.070605361256469,5.070608211477304
Ca10Ge16(B2O17)3,mp-1019569,4887.7108,1951.613222310036,4.158731164997908,4.158733502648222
Ca2Bi2O5,mp-28848,3468.6828,928.6532929159865,6.202404431213878,6.202407917626462
Ca2CdAs2,mp-1095180,684.8204000000001,255.47983892331854,4.451118462408131,4.45112096441128
Ca2Ge,mp-1009755,152.796,92.82338181597505,2.733403182004593,2.733404718468614
Ca2ScSbO6,mp-1189528,685.736624,250.99912946005279,4.536639055282545,4.536641605357385
Ca2Si,mp-1009733,108.2415,92.16840794612506,1.9501176529212305,1.9501187490952707
Ca2Sn,mp-22735,795.4639999999999,384.80664678482026,3.4326305408454516,3.4326324703497986
Ca2SnS4,mp-866503,1308.504,753.8747135589316,2.882205718964618,2.8822073390715297
Ca3(BN2)2,mp-1227905,1187.2968,784.1174068497802,2.5143590778961924,2.5143604912340725
Ca3N2,mp-844,1185.9792,747.4059775130344,2.6349331595232925,2.634934640636662
Ca3Sb2,mp-1013546,363.754,192.51963991689334,3.1374862735706466,3.137488037172447
Ca3Ti2(SiO4)3,mp-1154470,1968.8692,924.5438456002663,3.5362132787794605,3.53621526650835
Ca4Bi6O13,mp-757343,3244.3731999999995,771.3995751825864,6.983940124616845,6.983944050335814
Ca5B3O9F,mp-6632,395.81600319999995,227.3889049056894,2.8905013495345138,2.8905029743044546
CaF2,mp-2741,78.0748064,41.95899220581091,3.0898326992343006,3.0898344360497116
CaI2,mp-30031,293.88694,128.07184962611453,3.810445046731192,3.810447188607574
CaMg2N2,mp-5795,116.7014,65.62697637431359,2.9528593961363976,2.9528610559582087
CaO,mp-2605,56.077400000000004,27.771067003632275,3.3530837486789946,3.353085633469563
CaS,mp-1672,72.143,46.414057530527266,2.5810342007468723,2.5810356515632797
CaSe,mp-1415,119.038,52.40874882176445,3.7716460296003667,3.771648149667564
CaSnO3,mp-4438,827.1448,248.80571219239832,5.520396786842774,5.520399889894346
CaTaNO2,mp-556340,1068.12552,251.33759566123985,7.056899503339866,7.056903470069786
CaTe,mp-1519,167.678,65.28162287945732,4.265149322704297,4.2651517201729625
CaZnSO,mp-7204,307.10280000000006,142.4077262992574,3.5809587731961825,3.580960786076811
Cd(GaS2)2,mp-4452,380.11699999999996,159.94575929459765,3.9463323764415152,3.946334594701064
Cd(GaSe2)2,mp-3772,567.697,182.5673813806625,5.163480131897585,5.163483034323944
Cd(InS2)2,mp-559200,940.614,326.0902033892593,4.789859607424008,4.789862299835797
Cd(InSe2)2,mp-22304,657.887,206.14609910517117,5.299382669137637,5.299385647955711
Cd(InTe2)2,mp-21374,852.447,255.0671715530382,5.5496030205973765,5.549606140065967
Cd2InCuTe4,mp-1227025,913.586,269.05137805003676,5.638496463737478,5.63849963317366
Cd4As2Br3,mp-1203526,6713.5936,2075.2664350998953,5.371929243166843,5.371932262763826
Cd4As2I3,mp-27528,7841.604880000001,2357.178208619955,5.524101317610905,5.524104422744818
Cd4P2Br3,mp-28914,6010.428191999999,1951.3556330057995,5.114675485593733,5.114678360586677
Cd4P2Cl3,mp-29746,4943.604192,1836.0709030619535,4.470986320263327,4.47098883343433
Cd4P2I3,mp-568545,7138.439472,2191.528299722998,5.408854459836882,5.408857500189774
Cd4Sb2I3,mp-29044,8591.01928,2566.8585387344656,5.557658484517503,5.557661608514122
CdAg2GeS4,mp-1197203,2116.1895999999997,730.0727936502728,4.813239903877238,4.813242609431247
CdAs2,mp-471,524.5083999999999,152.66478634811008,5.705092246838502,5.705095453708615
CdBiClO2,mp-550553,777.6863999999999,202.587553572604,6.374422445951032,6.37442602905608
CdBr2,mp-568722,544.438,184.9834976481843,4.887249834906797,4.887252582062278
CdCl2,mp-22881,183.317,78.67112972818981,3.8693360718682586,3.8693382468476756
CdCu2GeS4,mp-13982,880.8059999999999,316.66649334072304,4.618779706263253,4.618782302509897
CdF2,mp-241,150.4078064,39.38870067731385,6.340854969929461,6.34085853416601
CdGeAs2,mp-4953,669.7883999999999,202.40505823068398,5.494970403792506,5.494973492551741
CdGeP2,mp-3668,493.99704799999995,179.81329023906636,4.561961999018335,4.561964563327369
CdHg4(AsI2)2,mp-570838,3144.46416,817.1130597903378,6.390187402638422,6.390190994605057
CdHg6(As2Br3)2,mp-567910,8380.2456,2049.636478895984,6.7893625771133435,6.789366393458986
CdI2,mp-570437,1098.65982,341.64690200717655,5.339921249967611,5.33992425157269
CdIClO3,mp-1191962,1291.06668,453.8556582658537,4.723675073077428,4.723677728286451
CdP2,mp-913,1394.868192,560.7532228378684,4.130574789836572,4.130577111660002
CdP4,mp-7904,472.612096,206.57294924246142,3.7990978568765787,3.79909999237463
CdS,mp-672,288.952,102.03892478274858,4.702284793707707,4.702287436893113
CdSb,mp-1321,1873.368,471.39929543536505,6.599078064478864,6.599081773864322
CdSb2Se3Br2,mp-567556,1505.238,488.67870372066494,5.114825926524518,5.114828801602026
CdSe,mp-1070,382.74199999999996,115.97478237665474,5.480139995990648,5.480143076413612
CdSiAs2,mp-3078,580.6794,192.1074097836465,5.019279734997139,5.0192825563675
CdSiP2,mp-4666,404.888048,169.76227734194765,3.9604347433979967,3.9604369695845794
CdSnAs2,mp-3829,761.9284,227.44602229194646,5.5626907052611525,5.562693832086416
CdSnO3,mp-754329,558.2384,131.04061486299892,7.073964607426622,7.0739685837489485
CdSnP2,mp-5213,586.1370479999999,204.35131321889773,4.76289313366444,4.762895810918194
CdTe,mp-406,240.011,70.71162283069633,5.636239502916919,5.6362426710844495
CdTeO3,mp-28290,2304.0735999999997,604.9274931616135,6.3247319197303185,6.324735474903993
Ce10Se14O,mp-1198305,10090.3976,2563.976631313736,6.5349657277264885,6.534969401073977
CeBiW2O9,mp-1204806,3443.084,706.8481008639984,8.08854898895095,8.088553535577873
CeMoO4F,mp-1192442,1276.2080128,426.5849798303299,4.967810313446201,4.967813105885259
CeO2,mp-20194,172.1148,40.85964149792201,6.994759103664203,6.994763035464592
CeTl2P2S7,mp-638100,3341.140496,1261.4639118551265,4.398139549191063,4.398142021414413
Co2Te3O8,mp-18855,1257.3231799999999,374.2818961219498,5.578240041435182,5.57824317700083
CoAsSe,mp-505511,1702.51836,382.505170858071,7.3910066157844465,7.391010770318185
CoP2,mp-14285,483.522876,154.83268856077132,5.185653188975327,5.185656103865307
CoPS,mp-1226003,487.887828,157.60762281838188,5.140340194371183,5.140343083790429
CoSb3,mp-1317,1696.8527800000002,371.00088993935856,7.5948344272688315,7.5948386963755325
CoSbS,mp-5881,1702.06556,402.4393002273977,7.023037647410139,7.023041595106085
CrB2(PbO2)6,mp-1197022,6035.243599999999,1461.7089789609408,6.856192250643224,6.856196104554267
CrO3,mp-510421,199.9886,115.10670088636584,2.885052569636943,2.885054191344088
CrPbO4,mp-19146,1292.7748,351.5830524611216,6.105820643767765,6.105824075889962
Cs2AgBiBr6,mp-1078250,1062.0835038,379.059040582874,4.652655552917027,4.652658168205509
Cs2AgBiCl6,mp-1078258,795.3775038000001,315.56449890628505,4.185373900842128,4.185376253468501
Cs2Al2B2O7,mp-1019602,906.7835620000001,433.810303836327,3.470986088472002,3.470988039536256
Cs2Ba3(P2O7)2,mp-1019605,4102.7142072,1702.7255322919896,4.001065991522453,4.00106824054813
Cs2Cd3(B4O7)4,mp-1201213,2448.0062076,1160.6363711254778,3.5023975158190495,3.5023994845398745
Cs2Cd3Te4,mp-567386,2226.8878076,709.9476291487297,5.208601380765159,5.208604308554469
Cs2Cu2Sb2S5,mp-1190579,1593.4958075999998,643.5278516798027,4.111806558295951,4.111808869569633
Cs2Hg3I8,mp-540574,1882.8166638,624.3278026401472,5.007770937421215,5.007773752322406
Cs2Hg3S4,mp-1105419,1991.6818076,544.9709941677509,6.068699958622522,6.0687033698789365
Cs2Hg6S7,mp-17905,3387.6118076,846.7799738595783,6.643120908204285,6.643124642346517
Cs2Li3(BO2)5,mp-966802,1001.3658075999999,563.3324409093786,2.9517331556354462,2.95173481482419
Cs2MgGe3Se8,mp-1195667,4558.8636152,1893.353603018135,3.9982870184806147,3.9982892659442117
Cs2MgSn3Se8,mp-1195633,5111.7036152,2131.4275062781826,3.9823937360843185,3.982395974614196
Cs2NbCuSe4,mp-15223,1476.2065676,568.608805807312,4.31104592618986,4.311048349457309
Cs2PdSe8,mp-31285,4015.6436151999997,1524.9869794973233,4.372583628733966,4.3725860865921655
Cs2Sb,mp-1191118,3100.5672304,1187.825884244079,4.334484610070179,4.334487046512669
Cs2SiB4O9,mp-1226151,481.13500380000005,234.8002430650444,3.4026518017586374,3.4026537144117373
Cs2Sn3(SbS5)2,mp-1195304,2372.2218076,1049.1490013489135,3.7546306397809994,3.754632750283734
Cs2Te,mp-573763,1573.6436152,640.9059681586167,4.077192021558062,4.077194313374684
Cs2TeBr6,mp-23405,872.8349038,340.0543915722945,4.26219008597576,4.262192481781018
Cs2TeI6,mp-540957,1154.8377238,417.5463241832438,4.5926716268055126,4.592674208376632
Cs2Th(PS3)3,mp-640389,3517.4209991999996,1727.2985846132967,3.381473842959487,3.3814757437083154
Cs2Ti(AgS2)2,mp-10488,1315.3486076,522.7814447441749,4.178013146940504,4.178015495429348
Cs2VAgS4,mp-8684,1105.7612076,525.5225312412632,3.4939694768436604,3.4939714408270293
Cs2ZnGe3Se8,mp-1194749,4723.279615199999,1937.4927303872714,4.0481134202487015,4.048115695720049
Cs2ZnSn3Se8,mp-1194701,5276.119615199999,2061.3106229849727,4.2503068889283195,4.250309278053955
Cs3Bi,mp-635413,607.6967557,207.19487266897139,4.870314552127646,4.870317289763692
Cs3Bi2Br9,mp-27544,1535.8131557,553.1314722726557,4.610617677493076,4.61062026915179
Cs3Bi2I9,mp-669458,3917.6347714,1362.8720035122276,4.773291673624063,4.773294356722905
Cs3Li4(BO2)7,mp-1019615,2178.4468671,1163.0683533975548,3.1102179994535932,3.1102197477277165
Cs3Nb2AsSe11,mp-683903,3056.0214314,1163.4542997535273,4.361703743998877,4.36170619574142
Cs3Nb9(TeO8)4,mp-1201443,4514.5091514,1550.4118043899539,4.835179138340342,4.83518185622654
Cs3Sb,mp-10378,520.4763557,197.57853540566006,4.374317888868654,4.374320347701692
Cs3Sb2Br9,mp-579560,1361.3723556999998,540.7941077469031,4.180171248994283,4.18017359869621
Cs3Sb2I9,mp-23029,3568.7531713999997,1328.918986147041,4.45930423294189,4.459306739546314
Cs4BiAs3Se7,mp-1204289,12144.6960608,4719.161699070379,4.273373863182977,4.2733762652747105
Cs4Ge(PSe3)4,mp-1195417,6702.7074224,3052.5116833296343,3.6462129162907675,3.6462149658511818
Cs4Zr3S14,mp-680246,2508.4076152,1249.9837615510462,3.332290360978772,3.33229223408124
CsAg2AsS3,mp-866615,2079.0338076,794.8136593708942,4.343555017706292,4.343557459247316
CsAg5Te3,mp-9206,4220.1858076,1008.0507425298601,6.951816120132551,6.9518200277944056
CsAgSb4S7,mp-554408,3809.0746075999996,1478.1981614645667,4.27893726186689,4.278939667085846
CsAsSe2,mp-581864,2925.9764152,1132.0052975561841,4.292116084508582,4.2921184971354425
CsAu,mp-2667,329.8720209,78.55971856017129,6.97259852405392,6.9726024433977
CsB3O5,mp-3977,981.3418076,490.28859894433543,3.3236677595937145,3.323669627849361
CsBi3Se5,mp-567928,4618.5866076,1196.6936053651734,6.408777869298507,6.408781471714966
CsBiS2,mp-541378,1624.0634076000001,555.053003685522,4.858672445781889,4.85867517687383
CsBiSe2,mp-1096942,499.8058519,152.40198758744768,5.445776370331282,5.445779431438224
CsBr,mp-22906,212.8094519,80.9367501905749,4.366105728110078,4.366108182327007
CsCdBO3,mp-1191636,1216.5026076,446.2558606702689,4.5266634739686955,4.526666018436196
CsCeCdSe3,mp-574426,1244.6249038,416.1543563656901,4.966302153057457,4.966304944648768
CsCl,mp-22865,168.3584519,71.14827813264381,3.9293401598706903,3.9293423685788027
CsCu2AsS3,mp-1196438,3448.9124152,1369.2907193393473,4.182496618018807,4.182498969027839
CsErZnSe3,mp-7155,1204.9069038,370.9770828409474,5.393311549203616,5.393314580819735
CsF,mp-1784,151.9038551,54.33221336326164,4.642591754438939,4.642594364070493
CsGaS3,mp-562726,1195.2938076,596.6264354825277,3.3267584966791,3.3267603666720706
CsGdZnTe3,mp-1104469,1476.7289038,448.1598217300752,5.471632923431102,5.471635999072184
CsGeB3O7,mp-558804,1399.8970076,692.3260433453454,3.357642967038711,3.357644854392047
CsGeI3,mp-28377,586.2588619,225.06811678964056,4.325382720624483,4.325385151950739
CsH3(SeO3)2,mp-1228884,779.6913437999999,367.1744928913315,3.5261380115882166,3.526139993653732
CsI,mp-614603,259.8099219,119.10231948389797,3.6223016232993785,3.6223036594190967
CsInHgS3,mp-1194853,4356.0676152,1510.4114360574495,4.789039780228177,4.789042472179137
CsInS2,mp-559459,2494.8276152,1036.7503841080547,3.9959075810097167,3.9959098271358156
CsInSe2,mp-1200720,3245.1476151999996,1164.0839462948795,4.629128688764158,4.629131290828034
CsInTe2,mp-1199743,4023.3876152,1426.5845461641318,4.683208109241317,4.6832107417035935
CsInTe3O8,mp-1192413,1517.0373037999998,498.27507420298235,5.055640626774011,5.055643468583069
CsK2Sb,mp-581024,332.8620519,160.3521637304515,3.4469783762800636,3.4469803138494237
CsLaHgSe3,mp-11124,1418.5618438000001,412.1266697206757,5.715663491553581,5.715666704365861
CsLi(B3O5)2,mp-1019715,729.4129038000001,509.452337203227,2.377491541390018,2.3774928777937503
CsLu7S11,mp-1202825,6841.557807599999,1939.6403816035775,5.8571032670137155,5.857106559330229
CsLu7Se11,mp-1203743,8904.9378076,2197.116490885719,6.730183482079323,6.730187265160005
CsPPbO4,mp-1192530,1740.3072556,536.041133913765,5.391094083977766,5.391097114347433
CsPSe6,mp-1225967,2550.5568556,1040.2044144219162,4.071602890343415,4.071605179018349
CsRb2Sb,mp-984761,425.6010519,178.1111965031904,3.9678986349033085,3.967900865285394
CsSb,mp-573514,2037.3236152,775.8403035427021,4.360504911769052,4.360507362837724
CsSb(SO4)2,mp-1195448,1787.1626076,810.2049250316411,3.6628428643168633,3.662844923225081
CsSbS2,mp-561639,1275.1818076,536.8418348763533,3.94434462996929,3.9443468471115133
CsSbSe2,mp-2969,1650.3418075999998,591.159648971551,4.635730888484479,4.635733494259494
CsSc(SeO3)2,mp-1194629,1727.1110555999999,736.4102002842425,3.894480792191074,3.8944829813045048
CsSmCdSe3,mp-510062,1265.1129038,406.5716687805346,5.167033420505383,5.167036324929068
CsSmHgSe3,mp-7212,1441.4709038,405.6387967697846,5.900862462338827,5.900865779252674
CsSmZnSe3,mp-505709,1171.1089038,387.8031364760921,5.014585760378163,5.01458857911001
CsTbZnTe3,mp-638078,1480.0796037999999,452.8847838995925,5.426832808612629,5.426835859071271
CsYCdSe3,mp-11116,1142.2046037999999,396.23847645686567,4.786701643970068,4.786704334606746
CsYHgSe3,mp-11123,1318.5626038,395.6168674457141,5.534457439856658,5.534460550811816
CsYZnSe3,mp-574620,1048.2006038,374.11518622181717,4.652519107341447,4.6525217225532325
CsZn2B3O7,mp-1195000,2448.9135114,1187.5074098753653,3.424413626885145,3.42441555177071
