Formula,Material ID,formula_unit_mass,volume,density,estimate_density
B6As,mp-624,279.5752,129.317419464123,3.589969113026614,3.5899711309720144
B6P,mp-28395,191.67952400000001,122.07265749137633,2.607392551372756,2.607394017005367
BAs,mp-10044,85.73259999999999,27.982045483901548,5.087631340714321,5.087634200505572
BH(PbO2)2,mp-1105235,980.4330799999999,263.1503813722347,6.186756876571033,6.1867603541880225
BP,mp-1479,41.784762,23.272944325085422,2.9813687825821957,2.9813704584293212
BPb7Br3O7,mp-1201413,7251.675199999999,1626.734620148762,7.402369027342132,7.402373188262759
BSb,mp-997618,132.571,36.84952451081099,5.974007196039766,5.974010554068752
BSbPbS4,mp-1228703,936.0619999999999,352.52513281924956,4.409238874201632,4.4092413526639875
Ba(BO2)2,mp-540659,1337.6796,602.1936302946864,3.688629574688248,3.6886316480913464
Ba(GaS2)2,mp-849286,4860.396,2083.8769584043566,3.8730105463262645,3.8730127233711276
Ba(GaSe2)2,mp-7841,1185.226,414.71996409700495,4.745645848121506,4.745648515680448
Ba(InS2)2,mp-21943,3961.7839999999997,1606.1243984397615,4.096007203315983,4.096009505708743
Ba(InSe2)2,mp-21766,5462.423999999999,1850.4140633883485,4.901912836591853,4.901915591989503
Ba(ZnAs)2,mp-7427,1671.9528,467.19634427852776,5.942561357577934,5.942564697931007
Ba12In4S19,mp-1229044,5432.861999999999,2089.941276587223,4.31661869905659,4.316621125456532
Ba2B6H4O13,mp-1199077,1103.08792,497.3501910715964,3.682959447764339,3.6829615179802215
Ba2Cd(BO2)6,mp-1190588,643.9238,268.8436429007194,3.977258358340241,3.977260593983489
Ba2DyGaSe5,mp-1105698,1803.3539999999998,545.8254191750558,5.486259273954726,5.486262357817377
Ba2DyGaTe5,mp-1105922,2289.754,660.3041375477908,5.758294933640973,5.758298170416669
Ba2DyInSe5,mp-1106127,1893.5439999999999,557.8393648875772,5.636575660019457,5.636578828375943
Ba2DyInTe5,mp-1189860,2379.944,677.4336683519982,5.833766718347979,5.833769997546864
Ba2ErGaSe5,mp-1105790,1812.8719999999998,541.5181433424789,5.5590838751295655,5.559086999927406
Ba2ErGaTe5,mp-1105724,2299.272,665.0260627385627,5.7411749624021455,5.741178189554591
Ba2ErInSe5,mp-1188122,1903.062,551.3263096431463,5.731830209966496,5.731833431866196
Ba2ErInTe5,mp-1106146,2389.462,671.5406101903811,5.908495985121887,5.908499306326587
Ba2GaAsSe5,mp-1195309,3256.3944,1099.0109011748523,4.920215178645581,4.9202179443311
Ba2GaBiS5,mp-1201906,2854.7295999999997,1012.5076926285598,4.681831120781826,4.681833752470087
Ba2GaBiSe5,mp-1203584,3792.6295999999998,1127.5073101089654,5.585604243519177,5.585607383224294
Ba2GaBiTe5,mp-1202829,4765.4295999999995,1350.754063849027,5.858344040352605,5.858347333366566
Ba2GaS4,mp-1199702,3781.096,1563.02197793212,4.016998936170856,4.017001194152546
Ba2GaSbSe5,mp-1203387,3443.7479999999996,1123.3205372351147,5.090691303125992,5.090694164637268
