Formula,Material ID,formula_unit_mass,volume,density,estimate_formula_unit_mass
Ba(GaSe2)2,mp-7841,1185.226,414.71996409700495,4.745645848121506,1968.1140757500516
Ba(InS2)2,mp-21943,3961.7839999999997,1606.1243984397615,4.096007203315983,6578.697105430813
Ba(InSe2)2,mp-21766,5462.423999999999,1850.4140633883485,4.901912836591853,9070.568450333436
Ba(ZnAs)2,mp-7427,1671.9528,467.19634427852776,5.942561357577934,2776.342941911256
Ba12In4S19,mp-1229044,5432.861999999999,2089.941276587223,4.31661869905659,9021.479594446606
Ba2B6H4O13,mp-1199077,1103.08792,497.3501910715964,3.682959447764339,1831.720585054535
Ba2Cd(BO2)6,mp-1190588,643.9238,268.8436429007194,3.977258358340241,1069.2606258135252
Ba2DyGaSe5,mp-1105698,1803.3539999999998,545.8254191750558,5.486259273954726,2994.5397679093758
Ba2DyGaTe5,mp-1105922,2289.754,660.3041375477908,5.758294933640973,3802.225969903616
Ba2DyInSe5,mp-1106127,1893.5439999999999,557.8393648875772,5.636575660019457,3144.30378632603
Ba2DyInTe5,mp-1189860,2379.944,677.4336683519982,5.833766718347979,3951.9899883202697
Ba2ErGaSe5,mp-1105790,1812.8719999999998,541.5181433424789,5.5590838751295655,3010.344778745275
Ba2ErGaTe5,mp-1105724,2299.272,665.0260627385627,5.7411749624021455,3818.0309807395147
Ba2ErInSe5,mp-1188122,1903.062,551.3263096431463,5.731830209966496,3160.1087971619286
Ba2ErInTe5,mp-1106146,2389.462,671.5406101903811,5.908495985121887,3967.7949991561686
Ba2GaAsSe5,mp-1195309,3256.3944,1099.0109011748523,4.920215178645581,5407.370117457466
Ba2GaBiS5,mp-1201906,2854.7295999999997,1012.5076926285598,4.681831120781826,4740.390025379391
Ba2GaBiSe5,mp-1203584,3792.6295999999998,1127.5073101089654,5.585604243519177,6297.80961594353
Ba2GaBiTe5,mp-1202829,4765.4295999999995,1350.754063849027,5.858344040352605,7913.182019932009
Ba2GaS4,mp-1199702,3781.096,1563.02197793212,4.016998936170856,6278.657622564993
Ba2GaSbSe5,mp-1203387,3443.7479999999996,1123.3205372351147,5.090691303125992,5718.478089525615
Ba2GaSbTe5,mp-1200935,4416.548,1337.2336942096854,5.484344677575937,7333.850493514095
Ba2GaSe4,mp-1195574,5281.736,1791.5354824379092,4.895537405451072,8770.528967467617
Ba2GdGaSe5,mp-1190156,1792.8539999999998,548.5889302385677,5.426839558019166,2977.1041077100763
Ba2GdGaTe5,mp-1105573,2279.254,664.7970764895899,5.693151254048244,3784.7903097043154
Ba2HgS5,mp-1194545,2542.276,910.7392948649457,4.635298641314908,4221.548616079581
Ba2In2S5,mp-22841,5316.92,2041.8946102537304,4.323902580304948,8828.953373986871
Ba2In2Se5,mp-573635,7192.719999999999,2337.8500275694064,5.108878847773123,11943.792555115151
Ba2InAgS4,mp-1197611,2502.4008,888.9663264402408,4.67434385881705,4155.334288691092
Ba2InBiS5,mp-864638,1517.5548,508.7964737048264,4.952783993877049,2519.959031106349
Ba2InSbSe5,mp-1189339,1812.0639999999999,563.9965038747204,5.335144885663771,3009.0030631794616
Ba2NaCu3S5,mp-1191092,1297.21353856,480.41085870553957,4.483815716208886,2154.073758501305
Ba2NdGaS5,mp-1228486,1297.888,461.33916065863355,4.671603696062709,2155.1937280713405
Ba2NdGaSe5,mp-1205363,1766.8379999999997,562.8412374724637,5.212666251194766,2933.9035233534105
Ba2NdInSe5,mp-1190093,1857.0279999999998,567.780586129152,5.431090137817126,3083.6675417700644
Ba2NdInTe5,mp-1205400,2343.428,689.4538646749269,5.644110422963621,3891.3537437643045
Ba2ScTaO6,mp-1205823,596.5541920000001,143.7159044723548,6.892776027795513,990.601541159997
Ba2SmGaSe5,mp-1189376,1779.074,557.0061959290869,5.303750480629185,2954.2218793723287
Ba2SmGaTe5,mp-1189729,2265.474,670.0210417624331,5.61461185080276,3761.908081366568
Ba2SmInSe5,mp-1188304,1869.264,563.0723235037008,5.512588291455211,3103.9858977889817
Ba2SmTaO6,mp-1214622,701.9582800000001,161.64624337344023,7.21098815993186,1165.6291470633414
Ba2SnSe4,mp-1192595,2836.816,933.839719250766,5.044381488223018,4710.643792755945
Ba2SnSe5,mp-31307,12610.624,4080.1026864279265,5.132330094499807,20940.433806203557
Ba2TaInO6,mp-1079630,666.41628,148.17176644031986,7.468428663189091,1106.6102675582442
Ba2ThCu2Se5,mp-1078405,1028.58406,272.77735254430667,6.261531608034104,1708.0040149120382
Ba2V2Te2O11,mp-1204192,1615.4607999999998,580.7676978338706,4.61894795279787,2682.5357689608886
Ba2V2ZnO8,mp-556688,2279.7648,832.1545982567941,4.549200978988435,3785.6385130595354
Ba2YGaSe5,mp-1106265,1656.1657,545.6458567225851,5.04013328742482,2750.1278456129353
Ba2YGaTe5,mp-1189739,2142.5657,658.8184170401735,5.400295370598644,3557.814047607176
Ba2YInSe5,mp-1205397,1746.3556999999998,559.4684048644975,5.1832987150220555,2899.891864029589
Ba2YInTe5,mp-1106096,2232.7556999999997,682.4808463080432,5.432501272497813,3707.578066023829
Ba2ZnSe3,mp-1190528,2307.772,730.2949265261692,5.247394475317219,3832.1455628056146
Ba2ZnTe3,mp-1190380,2891.4519999999998,895.4649408087806,5.361872683549311,4801.369005198701
Ba3Bi2TeO9,mp-556407,2203.0728,511.6802199628292,7.14956003425265,3658.2884509638484
Ba3Cd(SnS4)2,mp-1228659,4073.328,1673.8646506646155,4.04090036335375,6763.920275075643
Ba3Dy2(PS4)4,mp-560798,5495.664192,2587.0104450156455,3.527533143638132,9125.765087730722
Ba3Er2(PS4)4,mp-560534,5533.736192,2568.854420882231,3.577075079217028,9188.985131074318
Ba3FeS4Br,mp-1195713,2703.96,1040.5661353344017,4.3149887950954655,4490.031214523735
Ba3Gd2(PS4)4,mp-684036,5453.664192,2591.2172795475785,3.494891192032606,9056.022446933523
Ba3GeS5,mp-1200759,2579.7839999999997,1019.5055475527674,4.201872295518717,4283.832115389613
Ba3Ho2(PS4)4,mp-559171,5515.106752,2578.7872870152287,3.551301134559748,9158.050218165436
Ba3In2(PO4)4,mp-1200796,2043.004896,748.7657292020361,4.530775529321387,3392.4894430630698
Ba3InS4Cl,mp-1205371,1381.024,523.8349524113831,4.377799330410555,2293.244303912198
Ba3MgTa2O9,mp-6325,942.1763599999999,212.27990794747208,7.3700835304400085,1564.520653406985
Ba3Nb2Se9,mp-1195033,5233.73504,1660.893532193597,5.2326180635281645,8690.821498153313
Ba3P3ClO10,mp-1194911,2801.397144,1186.9479682271985,3.919151911622161,4651.829398673665
Ba3Sb2S7,mp-1195624,3519.8239999999996,1457.6758543085587,4.009674196276463,5844.805259556277
Ba3Ta2Se9,mp-1195068,5938.06704,1661.7346515426332,5.933794719184651,9860.392300009824
Ba3Ta2ZnO9,mp-1214475,983.28036,213.10688841245232,7.66176759167164,1632.7754512005117
Ba3Tb2(PS4)4,mp-554264,5467.066992,2596.2951919657785,3.496627944321598,9078.278319935349
Ba3ThSe7,mp-1095255,1196.7390599999999,356.28746512126656,5.577608409489747,1987.2319616561613
Ba3V2(SeO4)4,mp-1200758,4342.777599999999,1684.4187018448101,4.2812109925266,7211.351862355387
Ba4Ga4SnSe12,mp-1195344,3788.86,1285.203638847826,4.895372108904389,6291.550047878076
Ba4LiGa5Se12,mp-1197353,3704.768,1271.5281880449352,4.838203395355748,6151.911996689548
Ba5(Ga2Se5)2,mp-1228123,1755.127,566.9750778699371,5.140361656272003,2914.4569503444577
Ba5(GaSe4)2,mp-1204617,5831.044,1881.7446481894565,5.145584641561135,9682.67636106353
Ba5In4Te4S7,mp-1105201,1880.7619999999997,661.8782175607454,4.718509679146709,3123.078775976748
Ba8Al10B12O41,mp-1019529,2154.138786,961.963716660688,3.7184683237829623,3577.0316090312967
Ba8Sn4S15,mp-1195594,16435.448,6502.604306898791,4.197042014707602,27291.703481072833
BaAgSbS3,mp-1190401,1852.6008,664.0076507774867,4.632952646874406,3076.3160032144133
BaAl4Se7,mp-1191234,1595.9463087999998,641.7007611769973,4.129855151017178,2650.1311939584666
BaBClF4,mp-1103527,519.1692256,242.96215138054413,3.548292507234951,862.1007812852686
BaBSbS4,mp-866301,1592.632,732.6209720150708,3.609817020994163,2644.627654717291
BaBiClO2,mp-552806,827.5184,232.14067732689642,5.919370303186048,1374.1266315303253
BaCaB2O5,mp-1019542,2232.192,1024.7571456742523,3.6170931188902844,3706.642020151987
BaCdSnS4,mp-12306,3973.6639999999998,1606.086617582883,4.108386333155849,6598.424309542022
BaCu2SnSe4,mp-12364,1397.9379999999999,437.9902632102209,5.299959512046295,2321.3306616846708
BaCuTeF,mp-13287,694.9428063999999,188.5504196415294,6.12027107271242,1153.97967907984
BaF2,mp-1029,175.3238064,60.32690236247557,4.825907156361877,291.1320298322151
BaGa2GeS6,mp-1227983,541.803,241.64979824809052,3.7230945542831164,899.6850479010795
BaGa2GeSe6,mp-1227970,823.173,279.9605780435599,4.8825121544706915,1366.9109250703218
BaGa2SiS6,mp-1227993,497.24850000000004,232.8189849778162,3.5465344896032667,825.70056005825
BaGa2SiSe6,mp-1227978,778.6185,276.506229328853,4.6759396356665635,1292.9264372274922
BaGa4S7,mp-4309,1281.348,556.2945318144618,3.8248235246350175,2127.7284119097767
BaGa4Se7,mp-1191072,1937.8779999999997,644.9100652346652,4.989722286523408,3217.922125304674
BaGe2,mp-2139,2260.8559999999998,741.2725268258605,5.064587686842674,3754.2397119570087
BaHgS2,mp-28007,1608.188,460.1347096257203,5.803646072710984,2670.459000437321
BaIn2(P2O7)2,mp-1205018,1429.6992959999998,586.1095018288697,4.05055971126653,2374.071534498516
BaLa2Te5O14,mp-559703,2554.2590800000003,757.221157911418,5.601331849015704,4241.4469885577755
BaNaB5O9,mp-1019554,1433.4654771199998,775.616724116721,3.0689454615498435,2380.325425380168
BaO,mp-1342,153.3264,43.453575205003915,5.859229670745691,254.6044771411382
BaPd(IO3)4,mp-1106270,943.3576800000001,321.65937982617254,4.870003424938772,1566.4822814171416
BaReH9,mp-28911,665.21092,229.13336978879272,4.820811221024321,1104.608720188927
BaS,mp-1500,169.392,67.12620118023263,4.190346371817915,281.28203356950723
BaSe,mp-1253,216.28699999999998,74.09331260733886,4.84730673334938,359.15301309771417
BaSi2,mp-1477,1547.984,713.4763881255375,3.6027652060427426,2570.487906471734
BaSn2S5,mp-1202711,2140.2879999999996,837.0754599924151,4.245772343878512,3554.0318377751796
BaSnO3,mp-3163,304.0352,71.13628093297905,7.097114448493584,504.86232722154426
BaTaNO2,mp-1227303,364.28038000000004,70.80942081071547,8.542674057494262,604.9018021858933
BaTe,mp-1000,264.927,89.09415786940792,4.937715825789215,439.9216332971382
BaTeMo2O9,mp-19049,1201.6032,389.78945260179916,5.118940604557455,1995.3090561515733
BaTiO3,mp-5777,233.19219999999999,65.57310741671338,5.905237274567591,387.22475812640045
BaV2SeO8,mp-1200210,1784.6607999999999,715.8785589847835,4.139667184937439,2963.498979029609
BaZnSO,mp-548469,501.6008,161.26306331513743,5.165024817928211,832.9277242378133
Be3N2,mp-18337,440.399568,268.4366404588809,2.7242953358663557,731.3006875777631
BeO,mp-2542,50.023163999999994,27.51023288811809,3.0194371089026797,83.0654180569387
BeS,mp-422,41.07718199999999,28.880721048437852,2.361792329991975,68.21026545683831
BeSe,mp-1541,87.97218199999999,34.50577300165209,4.233530574088316,146.08124498504526
BeTe,mp-252,136.612182,45.40050984281411,4.996636953414623,226.8498651844693
Bi2(MoO4)3,mp-23388,3591.0944,947.8065623428338,6.291529073515254,5963.152543048487
Bi2CO5,mp-556210,4079.748,861.8579406588494,7.860438033099017,6774.580935883216
Bi2I4O13,mp-1204764,4534.28352,1188.6516629956714,6.334366205339656,7529.354924000562
Bi2Mo2Se2O13,mp-1200193,1951.5059999999999,556.3938226291571,5.82420548163448,3240.551951704299
Bi2O3,mp-23262,1863.836,327.9206233179676,9.438175801265304,3094.972491735477
Bi2S3,mp-22856,2056.6232,517.2810621133061,6.602026285137526,3415.1031688759044
Bi2Se3,mp-541837,654.8408,151.77783048479455,7.164344933185313,1087.3887308035971
Bi2Te2Se,mp-29666,752.1208,171.2386874142613,7.293480171224617,1248.9259712024452
Bi2Te3,mp-34202,800.7608,181.7667606640336,7.315389164356592,1329.6945914018695
Bi4Pb7Se13,mp-1190436,3312.8016,730.245597533265,7.533131997340656,5501.036476694986
Bi5IO7,mp-554445,5135.20908,1012.1835905508891,8.424573735539456,8527.215292499042
Bi7O5F11,mp-1190898,1751.8422352000002,337.5345547163007,8.618384190366806,2909.0024700694657
BiBPbO4,mp-556601,1963.956,430.26429607165056,7.57958699538571,3261.2256630834695
BiBr3,mp-2913080,1794.7696,691.496424150713,4.309906649201264,2980.2850363460557
BiBrO,mp-23072,609.7676,129.50609729692894,7.81849613632773,1012.5429213469221
BiClO,mp-22939,520.8656,113.58578538575841,7.614664760301017,864.9176772480489
BiI3,mp-22849,1179.38762,367.81189633263233,5.324512983950062,1958.4192176743952
BiIO,mp-22987,703.7685399999999,154.0010489653947,7.58848827566523,1168.6351545140446
BiP3(PbO4)3,mp-1227709,2230.988972,590.0824587631331,6.278180769726738,3704.6443451597734
BiPO4,mp-1190564,1215.807048,293.9607729196479,6.867906491739534,2018.895100651621
BiPbBrO2,mp-1227444,528.0831999999999,106.06848147333677,8.267326653823874,876.9027840151409
BiPbClO2,mp-23084,967.2643999999999,204.95523902001557,7.836737092505119,1606.1803239314086
BiSBr,mp-23324,1283.7975999999999,343.1261298289098,6.212864259187372,2131.7960684073196
BiSCl,mp-23318,1105.9936,325.1120564496465,5.648961777257308,1836.5455802095735
BiSI,mp-23514,1471.7994800000001,389.3784591920204,6.27661976939594,2443.9805347415654
BiSbTe3,mp-1227340,713.5404,175.60495542387753,6.74731363324774,1184.8617097973904
BiSeBr,mp-569707,1471.3776,393.0647892813887,6.215972666966726,2443.2799865201478
BiSeI,mp-23020,1659.37948,435.5874447609272,6.325858300086527,2755.464452854393
BiTeI,mp-22965,463.48487,120.86064635924215,6.367951492873749,769.6347334130222
BiTeNO6,mp-1195032,1786.334,499.86526314823703,5.934153884416214,2966.277392995844
CBr4,mp-680422,5306.0271999999995,2884.9841982496796,3.0540428815477614,8810.86545404221
CI4,mp-27962,519.62858,219.79398968328906,3.925783222986315,862.8635572118834
Ca(BiO2)2,mp-558751,4176.291200000001,985.1659924960493,7.039315956824002,6934.894691097795
Ca(GdS2)2,mp-36358,965.6759999999999,300.5017566265973,5.336217470670494,1603.5427236780213
Ca(LaS2)2,mp-35421,892.2978800000001,329.4791705502156,4.497083947097454,1481.6954887843588
Ca(NdS2)2,mp-35876,913.644,315.7603437017953,4.804724802293355,1517.1415549646902
Ca(PrS2)2,mp-34185,900.3065999999999,321.28573521660104,4.653161087932957,1494.9942812178192
Ca(SmS2)2,mp-36100,938.116,307.2174140991553,5.070605361256469,1557.7782670025256
Ca10Ge16(B2O17)3,mp-1019569,4887.7108,1951.613222310036,4.158731164997908,8116.234729642738
Ca2Bi2O5,mp-28848,3468.6828,928.6532929159865,6.202404431213878,5759.883299043475
Ca2CdAs2,mp-1095180,684.8204000000001,255.47983892331854,4.451118462408131,1137.1710278046385
Ca2Ge,mp-1009755,152.796,92.82338181597505,2.733403182004593,253.7237272202135
Ca2ScSbO6,mp-1189528,685.736624,250.99912946005279,4.536639055282545,1138.692453550395
Ca2Si,mp-1009733,108.2415,92.16840794612506,1.9501176529212305,179.73923937738388
Ca2Sn,mp-22735,795.4639999999999,384.80664678482026,3.4326305408454516,1320.8990480739021
Ca2SnS4,mp-866503,1308.504,753.8747135589316,2.882205718964618,2172.822010802366
Ca3(BN2)2,mp-1227905,1187.2968,784.1174068497802,2.5143590778961924,1971.552720049167
Ca3N2,mp-844,1185.9792,747.4059775130344,2.6349331595232925,1969.3647937750145
Ca3Sb2,mp-1013546,363.754,192.51963991689334,3.1374862735706466,604.0277276320164
Ca3Ti2(SiO4)3,mp-1154470,1968.8692,924.5438456002663,3.5362132787794605,3269.384223625489
Ca4Bi6O13,mp-757343,3244.3731999999995,771.3995751825864,6.983940124616845,5387.408445230054
Ca5B3O9F,mp-6632,395.81600319999995,227.3889049056894,2.8905013495345138,657.2679364990704
CaF2,mp-2741,78.0748064,41.95899220581091,3.0898326992343006,129.6462661444317
CaI2,mp-30031,293.88694,128.07184962611453,3.810445046731192,488.01074503353016
CaMg2N2,mp-5795,116.7014,65.62697637431359,2.9528593961363976,193.78723382691325
CaO,mp-2605,56.077400000000004,27.771067003632275,3.3530837486789946,93.11871345335484
CaS,mp-1672,72.143,46.414057530527266,2.5810342007468723,119.79626988172379
CaSe,mp-1415,119.038,52.40874882176445,3.7716460296003667,197.66724940993078
CaSnO3,mp-4438,827.1448,248.80571219239832,5.520396786842774,1373.5062541350437
CaTaNO2,mp-556340,1068.12552,251.33759566123985,7.056899503339866,1773.6641539924397
CaTe,mp-1519,167.678,65.28162287945732,4.265149322704297,278.4358696093547
CaZnSO,mp-7204,307.10280000000006,142.4077262992574,3.5809587731961825,509.95619686224654
Cd(GaS2)2,mp-4452,380.11699999999996,159.94575929459765,3.9463323764415152,631.1991283787921
Cd(GaSe2)2,mp-3772,567.697,182.5673813806625,5.163480131897585,942.68304649162
Cd(InS2)2,mp-559200,940.614,326.0902033892593,4.789859607424008,1561.9262935908923
Cd(InSe2)2,mp-22304,657.887,206.14609910517117,5.299382669137637,1092.447064908274
Cd(InTe2)2,mp-21374,852.447,255.0671715530382,5.5496030205973765,1415.52154570597
Cd2InCuTe4,mp-1227025,913.586,269.05137805003676,5.638496463737478,1517.0452436988276
Cd4As2Br3,mp-1203526,6713.5936,2075.2664350998953,5.371929243166843,11148.184450075732
Cd4As2I3,mp-27528,7841.604880000001,2357.178208619955,5.524101317610905,13021.291248081205
Cd4P2Br3,mp-28914,6010.428191999999,1951.3556330057995,5.114675485593733,9980.550819810005
Cd4P2Cl3,mp-29746,4943.604192,1836.0709030619535,4.470986320263327,8209.047890623528
Cd4P2I3,mp-568545,7138.439472,2191.528299722998,5.408854459836882,11853.657617815477
Cd4Sb2I3,mp-29044,8591.01928,2566.8585387344656,5.557658484517503,14265.723136353803
CdAg2GeS4,mp-1197203,2116.1895999999997,730.0727936502728,4.813239903877238,3514.0155031326262
CdAs2,mp-471,524.5083999999999,152.66478634811008,5.705092246838502,870.9666889598592
CdBiClO2,mp-550553,777.6863999999999,202.587553572604,6.374422445951032,1291.378648763514
CdBr2,mp-568722,544.438,184.9834976481843,4.887249834906797,904.0605683415706
CdCl2,mp-22881,183.317,78.67112972818981,3.8693360718682586,304.40504007191214
CdCu2GeS4,mp-13982,880.8059999999999,316.66649334072304,4.618779706263253,1462.6127730956791
CdF2,mp-241,150.4078064,39.38870067731385,6.340854969929461,249.75803844880946
CdGeAs2,mp-4953,669.7883999999999,202.40505823068398,5.494970403792506,1112.2098045555072
CdGeP2,mp-3668,493.99704799999995,179.81329023906636,4.561961999018335,820.3013969890752
CdHg4(AsI2)2,mp-570838,3144.46416,817.1130597903378,6.390187402638422,5221.5055812035525
CdHg6(As2Br3)2,mp-567910,8380.2456,2049.636478895984,6.7893625771133435,13915.725206502757
CdI2,mp-570437,1098.65982,341.64690200717655,5.339921249967611,1824.3675520137242
CdIClO3,mp-1191962,1291.06668,453.8556582658537,4.723675073077428,2143.8666597255606
CdP2,mp-913,1394.868192,560.7532228378684,4.130574789836572,2316.233125573709
CdP4,mp-7904,472.612096,206.57294924246142,3.7990978568765787,784.7908487557095
CdS,mp-672,288.952,102.03892478274858,4.702284793707707,479.8160843722032
CdSb,mp-1321,1873.368,471.39929543536505,6.599078064478864,3110.8007501183088
CdSb2Se3Br2,mp-567556,1505.238,488.67870372066494,5.114825926524518,2499.5065035308508
CdSe,mp-1070,382.74199999999996,115.97478237665474,5.480139995990648,635.558043428617
CdSiAs2,mp-3078,580.6794,192.1074097836465,5.019279734997139,964.2408288698479
CdSiP2,mp-4666,404.888048,169.76227734194765,3.9604347433979967,672.332421303416
CdSnAs2,mp-3829,761.9284,227.44602229194646,5.5626907052611525,1265.2118741520314
CdSnO3,mp-754329,558.2384,131.04061486299892,7.073964607426622,926.9766716762773
CdSnP2,mp-5213,586.1370479999999,204.35131321889773,4.76289313366444,973.3034665855993
CdTe,mp-406,240.011,70.71162283069633,5.636239502916919,398.54764191373255
CdTeO3,mp-28290,2304.0735999999997,604.9274931616135,6.3247319197303185,3826.0042251217005
Ce10Se14O,mp-1198305,10090.3976,2563.976631313736,6.5349657277264885,16755.49941232688
CeBiW2O9,mp-1204806,3443.084,706.8481008639984,8.08854898895095,5717.375491585394
CeMoO4F,mp-1192442,1276.2080128,426.5849798303299,4.967810313446201,2119.1932623623525
CeO2,mp-20194,172.1148,40.85964149792201,6.994759103664203,285.80334934004566
CeTl2P2S7,mp-638100,3341.140496,1261.4639118551265,4.398139549191063,5548.094320607301
Co2Te3O8,mp-18855,1257.3231799999999,374.2818961219498,5.578240041435182,2087.8342597317437
CoAsSe,mp-505511,1702.51836,382.505170858071,7.3910066157844465,2827.098248383763
CoP2,mp-14285,483.522876,154.83268856077132,5.185653188975327,802.9086251927874
CoPS,mp-1226003,487.887828,157.60762281838188,5.140340194371183,810.1567985126213
