,all_eg,eg<=2,2<eg<=4,4<eg<=6,6<eg<=8,8<eg,eg<0.5,4<eg
num_total,1229.0,500.0,567.0,110.0,38.0,14.0,72.0,162.0
num_minus,1042.0,362.0,524.0,105.0,37.0,14.0,16.0,156.0
num_plus,187.0,138.0,43.0,5.0,1.0,0.0,56.0,6.0
mae,0.8884109081225291,0.5608171880041527,0.9200235368850889,1.3938887878787878,2.1522526315789468,3.9058357142857143,0.3256631665629215,1.7888584362139919
num_total_non_outlier,1218.0,500.0,567.0,106.0,37.0,8.0,72.0,151.0
num_minus_non_outlier,1031.0,362.0,524.0,101.0,36.0,8.0,16.0,145.0
num_plus_non_outlier,187.0,138.0,43.0,5.0,1.0,0.0,56.0,6.0
mae_non_outlier,0.8551700652019061,0.5608171880041527,0.9200235368850889,1.291390566037736,2.10447027027027,3.0978,0.3256631665629215,1.5863258278145698
