,all_eg,eg<=2,2<eg<=4,4<eg<=6,6<eg<=8,8<eg,eg<0.5,4<eg
num_total,1986.0,1071.0,747.0,121.0,39.0,8.0,233.0,168.0
num_minus,988.0,396.0,448.0,101.0,35.0,8.0,53.0,144.0
num_plus,998.0,675.0,299.0,20.0,4.0,0.0,180.0,24.0
mae,0.5946141390685248,0.531421563898527,0.5334617439710779,0.87193542899413,2.0359617599686124,3.5435708701633413,0.6166699266869468,1.2693765625498354
num_total_non_outlier,1982.0,1071.0,747.0,121.0,37.0,6.0,233.0,164.0
num_minus_non_outlier,984.0,396.0,448.0,101.0,33.0,6.0,53.0,140.0
num_plus_non_outlier,998.0,675.0,299.0,20.0,4.0,0.0,180.0,24.0
mae_non_outlier,0.5864040295907528,0.531421563898527,0.5334617439710779,0.87193542899413,1.920676527540166,3.005858423313049,0.6166699266869468,1.1866120058972816
