num_features_removed,remaining_features,mean_rmse_score
0,129,0.7009935980824341
5,124,0.6981003658865396
10,119,0.6950134407282877
15,114,0.6911596162248198
20,109,0.6885375467125765
25,104,0.6865596110048617
30,99,0.6868704572490211
35,94,0.6874380127899989
40,89,0.685859843423114
45,84,0.6832905090179485
50,79,c594815381177
