,range_Atomic_Radus,range_metallic_valence,range_l_quantum_number,range_number_of_valence_electrons,range_Molar_Denstiy_(mol/ml),avg_1st_ionization_potential_(kJ/mol),range_Melting_point_(K),range_gilmor_number_of_valence_electron,avg_Cohesive_energy,avg_metallic_valence,range_Boiling_Point_(K),range_Number_of_unfilled_p_valence_electrons,range_valence_p,avg_heat_atomization(kJ/mol),avg_Density_(g/mL),range_Mendele_Number,range_Density_(g/mL),avg_number_of_valence_electrons,range_abs_valence,avg_thermal_conductivity_(W/(m_K))_,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,avg_Molar_Heat_Capacity(J/mol_K),sum_Molar_Denstiy_(mol/ml),avg_l_quantum_number,avg_polarizability(A^3),sum_Density_(g/mL),range_thermal_conductivity_(W/(m_K))_,range_Molar_Heat_Capacity(J/mol_K),range_heat_of_fusion_(kJ/mol)_,range_Covalent_Radius,range_Zunger_radii_sum,range_Critical_Temperature,range_Number_of_unfilled_d_valence_electrons,range_valence_d,avg_abs_valence,avg_Number_of_unfilled_p_valence_electrons,avg_valence_p,range_heat_of_vaporization_(kJ/mol)_,avg_gilmor_number_of_valence_electron,range_group,sum_valence_f,sum_specific_heat_(J/g_K)_,range_Cohesive_energy,avg_Period,range_Period,range_Pauling_Electronegativity,range_valence_f,range_Number_of_unfilled_f_valence_electrons,avg_Molar_Denstiy_(mol/ml),range_Atomic_Weight,range_polarizability(A^3),range_Gordy_electonegativity,avg_Atomic_Radus,range_valence_s,range_Number_of_unfilled_s_valence_electrons,avg_Number_of_unfilled_d_valence_electrons,avg_valence_d,sum_metallic_valence,avg_Critical_Temperature,sum_valence_d,avg_heat_of_vaporization_(kJ/mol)_,range_outer_shell_electrons,avg_Atomic_Number,range_heat_atomization(kJ/mol),avg_Melting_point_(K),range_families,avg_Gordy_electonegativity,avg_Atomic_Weight,avg_Zunger_radii_sum,avg_Boiling_Point_(K),range_Nagle_electonegativity,avg_families,avg_outer_shell_electrons,avg_Allred-Rockow_electronegativity,range_Atomic_Number,avg_valence_f,avg_Number_of_unfilled_f_valence_electrons,avg_Nagle_electonegativity,avg_valence_s,avg_Number_of_unfilled_s_valence_electrons,avg_Mendele_Number,avg_specific_heat_(J/g_K)_,avg_heat_of_fusion_(kJ/mol)_,avg_group,avg_Covalent_Radius,sum_thermal_conductivity_(W/(m_K))_,sum_Number_of_unfilled_s_valence_electrons,avg_Pauling_Electronegativity,sum_Zunger_radii_sum,sum_l_quantum_number,avg_Orbital_Radius(pm),avg_ionic_radius,range_ionic_radius,sum_Boiling_Point_(K),range_specific_heat_(J/g_K)_,sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_heat_of_vaporization_(kJ/mol)_,sum_polarizability(A^3),range_Orbital_Radius(pm),sum_abs_valence,sum_number_of_valence_electrons,sum_Mendele_Number,sum_Pauling_Electronegativity,sum_Allred-Rockow_electronegativity,sum_heat_of_fusion_(kJ/mol)_,sum_Atomic_Number,sum_Number_of_unfilled_p_valence_electrons,sum_Atomic_Weight,sum_Melting_point_(K),sum_Critical_Temperature,sum_Gordy_electonegativity,sum_Molar_Heat_Capacity(J/mol_K),sum_group,sum_1st_ionization_potential_(kJ/mol),sum_Cohesive_energy,sum_Period,sum_families,sum_valence_s,sum_outer_shell_electrons,sum_valence_p,sum_Orbital_Radius(pm),sum_Atomic_Radus,sum_ionic_radius,sum_heat_atomization(kJ/mol),sum_gilmor_number_of_valence_electron,sum_Covalent_Radius,sum_Number_of_unfilled_f_valence_electrons
596,0.77,4.0,0.0,2.0,0.07,1130.0,1165.8,2.0,3.03,1.3333333333333333,3013.0,2.0,2.0,291.66666666666663,1.7733333333333334,8.0,5.32,5.333333333333333,2.0,19.986666666666665,552.0,1.62,17.56,0.07,1.0,2.5599999999999996,5.32,59.87,8.519999999999998,36.72,0.49,1.09,8245.42,0.0,0.0,3.333333333333333,2.6666666666666665,3.333333333333333,327.48999999999995,5.333333333333333,2.0,0.0,2.16,1.23,2.6666666666666665,2.0,1.4300000000000002,0.0,0.0,0.0233333333333333,56.61,5.31,3.729999999999999,0.7366666666666666,0.0,0.0,10.0,0.0,4.0,2903.0533333333333,0.0,112.57333333333332,2.0,16.0,128.0,443.35,1.0,7.126666666666665,34.87,0.8333333333333333,1094.4833333333331,1.81,6.666666666666666,5.333333333333333,3.0699999999999994,24.0,0.0,13.999999999999998,3.0166666666666666,2.0,0.0,84.33333333333333,0.72,12.46,15.333333333333332,0.8933333333333333,59.96,0.0,2.963333333333333,2.5,3.0,66.33333333333333,0.8166666666666667,0.65,3283.4500000000003,0.6000000000000001,9.05,30.0,337.71999999999997,7.68,64.0,10.0,16.0,253.0,8.89,9.21,37.379999999999995,48.0,8.0,104.61,1330.05,8709.16,21.38,52.68,46.0,3390.0,9.09,8.0,20.0,6.0,16.0,10.0,199.0,2.21,2.45,875.0,16.0,2.6799999999999997,42.0
597,0.27,1.0,0.0,1.0,0.01,887.0,903.3,1.0,3.64,3.5,2550.0,1.0,1.0,346.0,3.5700000000000003,4.0,3.5,4.5,1.0,30.07,250.0,0.26,23.545,0.13,1.0,4.85,7.140000000000001,59.66,0.610000000000003,36.28,0.1599999999999999,0.32,7406.0,0.0,0.0,2.5,3.5,2.5,318.77,4.5,1.0,0.0,1.09,0.4199999999999999,3.5,1.0,0.1800000000000001,0.0,0.0,0.065,41.64,2.4999999999999996,0.3200000000000003,1.115,0.0,0.0,10.0,0.0,7.0,4697.0,0.0,171.515,1.0,23.5,62.0,768.9,1.0,4.8,51.79,1.4,1828.15,0.4100000000000001,6.5,4.5,2.12,17.0,0.0,14.0,2.015,2.0,0.0,81.0,0.545,18.799999999999997,14.5,1.14,60.14,0.0,2.0999999999999996,2.8,2.0,100.45,1.125,0.25,3656.3,0.45,4.03,20.0,343.03,9.7,17.099999999999994,5.0,9.0,162.0,4.199999999999999,4.24,37.599999999999994,47.0,7.0,103.58,1537.8,9394.0,9.6,47.09,29.0,1774.0,7.28,7.0,13.0,4.0,9.0,5.0,200.9,2.23,2.25,692.0,9.0,2.28,28.0
598,1.06,4.0,0.0,2.0,0.07,1143.4736842105262,1165.8,2.0,2.5889473684210524,0.8884210526315789,3013.0,2.0,2.0,245.52631578947364,2.488421052631579,10.0,11.4,5.684210526315789,2.0,6.996842105263157,598.0,1.7559999999999998,18.67536842105263,0.42,1.0,2.33578947368421,47.28,59.87,12.216,36.72,0.74,1.62,8245.42,10.0,10.0,3.6842105263157894,2.3157894736842106,3.6842105263157894,327.48999999999995,5.684210526315789,2.0,28.0,12.9,1.8200000000000005,2.9473684210526314,4.0,1.5699999999999998,14.0,14.0,0.0221052631578947,191.2,6.01,3.729999999999999,0.7478947368421052,0.0,0.0,8.947368421052632,1.0526315789473684,16.88,1478.0505263157895,20.0,46.211578947368416,2.0,22.526315789473685,181.0,265.23421052631574,2.0,7.242147368421052,52.36052631578947,0.8705263157894736,633.8868421052632,1.86,6.7368421052631575,5.684210526315789,3.091473684210526,74.0,1.4736842105263157,12.526315789473683,3.053157894736842,2.0,0.0,86.36842105263158,0.6789473684210526,3.996736842105263,15.684210526315788,0.9242105263157894,132.94000000000003,0.0,3.0121052631578946,16.54,19.0,66.27368421052631,0.8763157894736842,1.2000000000000002,12043.850000000002,0.79,58.01,170.0,878.0199999999999,44.379999999999995,76.5,70.0,108.0,1641.0,57.23,58.738,75.938,428.0,44.0,994.85,5039.45,28082.96,137.6008,354.832,298.0,21726.0,49.19,56.0,128.0,38.0,108.0,70.0,1259.2,14.21,16.65,4665.0,108.0,17.560000000000002,238.0
599,0.66,2.0,0.0,2.0,0.015,895.6,834.5999999999999,2.0,2.886,2.488,2385.3,2.0,2.0,282.0,4.586,9.0,9.33,5.199999999999999,2.0,19.202,284.0,0.7359999999999998,23.6972,0.305,1.0,4.32,22.93,59.629999999999995,4.166,35.22,0.4499999999999999,0.9899999999999998,7086.0,10.0,10.0,3.2,2.8,3.2,321.09999999999997,5.199999999999999,2.0,14.0,2.58,1.8200000000000005,3.8,3.0,0.71,14.0,14.0,0.061,175.13,3.9,1.21,1.086,0.0,0.0,8.0,2.0,12.44,3548.4,10.0,107.6,2.0,32.400000000000006,181.0,595.81,2.0,5.38608,75.204,1.39,1453.9700000000005,0.7300000000000002,6.4,5.199999999999999,2.3228,66.0,2.8000000000000003,11.2,2.208,2.0,0.0,84.8,0.516,9.3798,15.2,1.15,96.01,0.0,2.324,6.95,5.0,94.7,1.21,0.8,7269.85,0.58,11.04,40.0,538.0,21.6,40.5,16.0,26.0,424.0,11.62,11.614,46.899,162.0,14.0,376.02,2979.0499999999997,17742.0,26.9304,118.486,76.0,4478.0,14.43,19.0,32.0,10.0,26.0,16.0,473.5,5.43,6.05,1410.0,26.0,5.75,56.0
600,0.37,2.0,0.0,2.0,0.01,881.0,834.5999999999999,2.0,3.35,3.0,2385.3,2.0,2.0,328.0,3.695,9.0,3.2500000000000004,5.0,2.0,30.085,238.0,0.5999999999999999,23.005,0.13,1.0,4.5,7.390000000000001,59.629999999999995,0.4699999999999988,35.22,0.1999999999999999,0.4599999999999999,7086.0,0.0,0.0,3.0,3.0,3.0,321.09999999999997,5.0,2.0,0.0,1.03,1.0,3.5,1.0,0.5700000000000003,0.0,0.0,0.065,40.54,3.1999999999999997,1.21,1.065,0.0,0.0,10.0,0.0,6.0,4857.0,0.0,170.35,2.0,24.0,98.0,803.25,1.0,5.244999999999999,52.34,1.33,1910.5,0.6800000000000002,6.5,5.0,2.29,16.0,0.0,14.0,2.1500000000000004,2.0,0.0,83.5,0.515,19.33,15.0,1.12,60.17,0.0,2.295,2.66,2.0,95.0,1.125,0.25,3821.0,0.3899999999999999,4.300000000000001,20.0,340.7,9.0,28.0,6.0,10.0,167.0,4.59,4.58,38.66,48.0,6.0,104.68,1606.5,9714.0,10.489999999999998,46.01,30.0,1762.0,6.7,7.0,13.0,4.0,10.0,6.0,190.0,2.13,2.25,656.0,10.0,2.24,28.0
601,0.37,2.0,0.0,2.0,0.01,920.6666666666666,834.5999999999999,2.0,3.183333333333333,2.6666666666666665,2385.3,2.0,2.0,311.66666666666663,3.1533333333333333,9.0,3.2500000000000004,5.333333333333333,2.0,20.146666666666665,238.0,0.5999999999999999,22.926666666666662,0.19,1.0,3.9666666666666663,9.46,59.629999999999995,0.4699999999999988,35.22,0.1999999999999999,0.4599999999999999,7086.0,0.0,0.0,3.333333333333333,2.6666666666666665,3.333333333333333,321.09999999999997,5.333333333333333,2.0,0.0,1.74,1.0,3.333333333333333,1.0,0.5700000000000003,0.0,0.0,0.0633333333333333,40.54,3.1999999999999997,1.21,1.0033333333333334,0.0,0.0,10.0,0.0,8.0,3676.0,0.0,116.83333333333331,2.0,21.333333333333332,98.0,664.1499999999999,1.0,5.446666666666665,45.58333333333333,1.2533333333333334,1512.9499999999998,0.6800000000000002,6.666666666666666,5.333333333333333,2.3899999999999997,16.0,0.0,13.999999999999998,2.2633333333333336,2.0,0.0,85.0,0.58,13.46,15.333333333333332,1.0866666666666664,60.44,0.0,2.3899999999999997,3.76,3.0,90.33333333333331,1.0833333333333333,0.25,4538.85,0.3899999999999999,6.790000000000001,30.0,350.5,11.9,28.0,10.0,16.0,255.0,7.17,7.17,40.379999999999995,64.0,8.0,136.75,1992.45,11028.0,16.34,68.78,46.0,2762.0,9.55,10.0,20.0,6.0,16.0,10.0,271.0,3.01,3.25,935.0,16.0,3.26,42.0
602,0.2199999999999999,2.0,0.0,2.0,0.01,851.5,730.4,2.0,3.155,3.0,2145.0,2.0,2.0,302.0,5.055,10.0,0.5300000000000002,5.0,2.0,30.21,179.0,0.4400000000000001,24.255,0.13,1.0,4.949999999999999,10.11,59.379999999999995,2.030000000000001,30.249999999999996,0.06,0.27,6643.0,0.0,0.0,3.0,3.0,3.0,293.2,5.0,2.0,0.0,0.64,1.39,4.0,0.0,0.54,0.0,0.0,0.065,6.349999999999994,2.3,1.12,1.14,0.0,0.0,10.0,0.0,6.0,5078.5,0.0,184.3,2.0,33.0,150.0,855.3499999999999,1.0,5.199999999999999,75.785,1.425,2030.65,0.5,6.5,5.0,2.21,2.0,0.0,14.0,2.06,2.0,0.0,84.0,0.32,21.815,15.0,1.19,60.42,0.0,2.28,2.85,2.0,100.4,1.2,0.1,4061.3,0.0,4.12,20.0,368.6,9.9,17.200000000000003,6.0,10.0,168.0,4.56,4.42,43.629999999999995,66.0,6.0,151.57,1710.6999999999998,10157.0,10.4,48.51,30.0,1703.0,6.3100000000000005,8.0,13.0,4.0,10.0,6.0,200.8,2.28,2.4,604.0,10.0,2.38,28.0
603,0.2199999999999999,2.0,0.0,2.0,0.01,881.3333333333333,730.4,2.0,2.923333333333333,2.6666666666666665,2145.0,2.0,2.0,277.0,4.966666666666667,10.0,0.5300000000000002,5.333333333333333,2.0,20.313333333333333,179.0,0.4400000000000001,24.59333333333333,0.19,1.0,4.566666666666666,14.9,59.379999999999995,2.030000000000001,30.249999999999996,0.06,0.27,6643.0,0.0,0.0,3.333333333333333,2.6666666666666665,3.333333333333333,293.2,5.333333333333333,2.0,0.0,0.96,1.39,4.0,0.0,0.54,0.0,0.0,0.0633333333333333,6.349999999999994,2.3,1.12,1.1033333333333333,0.0,0.0,10.0,0.0,8.0,3971.333333333333,0.0,135.4333333333333,2.0,33.33333333333333,150.0,733.6166666666666,1.0,5.386666666666667,76.84333333333333,1.38,1673.15,0.5,6.666666666666666,5.333333333333333,2.283333333333333,2.0,0.0,13.999999999999998,2.1433333333333335,2.0,0.0,85.66666666666666,0.3199999999999999,16.773333333333333,15.333333333333332,1.1799999999999995,60.94,0.0,2.3699999999999997,4.140000000000001,3.0,97.53333333333332,1.1833333333333331,0.1,5019.45,0.0,6.43,30.0,406.2999999999999,13.7,17.200000000000003,10.0,16.0,257.0,7.109999999999999,6.8500000000000005,50.32,100.0,8.0,230.52999999999997,2200.85,11914.0,16.16,73.78,46.0,2644.0,8.77,12.0,20.0,6.0,16.0,10.0,292.6,3.31,3.55,831.0,16.0,3.54,42.0
604,0.55,3.0,1.0,5.0,0.06,1272.0,476.1,5.0,1.5975,0.4375,937.9,4.0,4.0,246.6875,0.59875,10.0,4.79,3.75,3.0,0.156875,461.0,1.31,15.898125,0.12,0.5625,1.14625,9.58,0.49,10.85,6.470000000000001,0.7899999999999999,0.8200000000000001,1724.0,0.0,0.0,2.625,3.8125,2.1875,37.25,3.75,15.0,0.0,107.3,4.92,1.8125,3.0,1.2399999999999998,0.0,0.0,0.0075,77.94999999999999,3.0999999999999996,2.609999999999999,0.575625,1.0,1.0,10.0,0.0,7.0,299.916875,0.0,6.362500000000001,5.0,8.125,255.0,91.9,0.0,7.43,17.1875,0.918125,167.26875,1.35,7.0,3.75,2.855625,33.0,0.0,14.0,2.834375,1.5625,0.4375,89.125,6.706250000000001,1.199375,9.375,0.6275,2.51,7.0,2.76125,14.69,9.0,54.75,0.51875,0.8999999999999999,2676.3,13.98,45.35,160.0,101.8,18.34,46.8,42.0,60.0,1426.0,44.18,45.69,19.19,130.0,61.0,275.0,1470.4,4798.67,118.88,254.37,150.0,20352.0,25.56,29.0,112.0,25.0,60.0,35.0,876.0,9.21,8.3,3947.0,60.0,10.04,224.0
605,1.29,4.44,1.0,8.0,0.08,1083.6153846153848,2328.0,6.0,1.8030769230769232,2.135384615384615,4634.599999999999,5.0,5.0,168.6923076923077,6.058461538461539,49.0,13.5,8.0,5.0,12.032307692307691,592.0,1.7100000000000002,22.15974153846154,0.5037,1.3846153846153846,4.584615384615385,78.75999999999999,49.99,10.862009999999998,25.405,0.51,1.9,9983.04,10.0,10.0,2.9230769230769234,3.2307692307692313,2.7692307692307696,564.8,4.461538461538462,13.0,70.0,4.236,5.7700000000000005,4.307692307692308,3.0,1.86,14.0,14.0,0.0387461538461538,165.14,14.0,3.0769,1.226153846153846,0.0,0.0,6.76923076923077,3.230769230769231,27.76,1849.3661538461536,42.0,72.51046153846156,5.0,43.07692307692308,558.0,511.5653846153847,4.0,6.979846153846155,103.33769230769232,1.65,815.7961538461539,1.62,6.153846153846154,4.769230769230769,2.2953846153846156,63.0,5.384615384615385,8.615384615384617,2.1923076923076925,2.0,0.0,81.61538461538461,0.3258461538461539,8.30923076923077,14.153846153846157,1.213846153846154,156.42000000000002,0.0,2.50923076923077,21.450000000000003,18.0,94.86153846153846,1.2192307692307691,0.55,10605.35,0.3409999999999999,28.5,88.0,942.636,59.6,75.1,38.0,104.0,1061.0,32.620000000000005,29.839999999999996,108.01999999999998,560.0,42.0,1343.39,6650.35,24041.76,90.738,288.07664,184.0,14087.0,23.44,56.0,80.0,26.0,62.0,36.0,1233.2,15.94,15.85,2193.0,58.0,15.78,112.0
606,1.29,4.44,1.0,8.0,0.0745,1093.6153846153848,2328.0,6.0,1.8753846153846156,2.135384615384615,4634.599999999999,5.0,5.0,170.6923076923077,5.456923076923077,49.0,13.5,8.0,5.0,4.3769230769230765,592.0,1.7100000000000002,22.025895384615385,0.4637,1.3846153846153846,4.476923076923077,70.94,22.99,10.862009999999998,23.4,0.51,1.9,9983.04,10.0,10.0,2.9230769230769234,3.2307692307692313,2.7692307692307696,564.8,4.461538461538462,13.0,70.0,5.116,5.7700000000000005,4.153846153846154,3.0,1.86,14.0,14.0,0.0356692307692307,169.62,14.0,3.2869,1.2015384615384617,0.0,0.0,6.76923076923077,3.230769230769231,27.76,1679.2123076923076,42.0,69.02892307692309,5.0,40.30769230769231,558.0,392.65769230769234,4.0,6.947538461538462,96.57615384615384,1.6223076923076925,763.95,1.62,6.307692307692308,4.769230769230769,2.3015384615384615,65.0,5.384615384615385,8.615384615384617,2.2092307692307696,2.0,0.0,81.46153846153847,0.3935384615384615,4.149230769230769,14.153846153846157,1.193846153846154,56.9,0.0,2.510769230769231,21.090000000000003,18.0,93.6,1.1961538461538463,0.55,9931.35,0.631,28.72,88.0,897.376,58.2,75.1,38.0,104.0,1059.0,32.64,29.92,53.94,524.0,42.0,1255.49,5104.55,21829.76,90.318,286.33664,184.0,14217.0,24.38,54.0,82.0,26.0,62.0,36.0,1216.8,15.62,15.55,2219.0,58.0,15.52,112.0
607,1.6,4.0,1.0,2.0,0.0745,1095.6666666666667,2445.4,4.0,3.893333333333333,1.3333333333333333,4783.0,4.0,4.0,372.3333333333333,4.433333333333334,42.0,13.3,5.333333333333333,2.0,7.686666666666666,655.0,2.45,18.142866666666663,0.0745,1.3333333333333333,5.926666666666666,13.3,22.97,10.2686,23.84,0.77,2.4400000000000004,10245.42,2.0,2.0,3.333333333333333,3.333333333333333,2.6666666666666665,571.59,4.666666666666667,12.0,14.0,1.98,3.82,3.333333333333333,4.0,2.1399999999999997,14.0,14.0,0.0248333333333333,162.49,15.41,1.9995999999999992,1.0133333333333332,0.0,0.0,9.333333333333332,0.6666666666666666,4.0,3569.72,2.0,193.94,4.0,29.333333333333332,370.0,869.8833333333333,3.0,7.703466666666666,70.16333333333334,1.2833333333333332,1684.4833333333331,2.42,5.999999999999999,4.666666666666667,2.793333333333333,64.0,4.666666666666666,9.333333333333332,2.813333333333333,2.0,0.0,73.0,0.6599999999999999,8.166666666666666,12.0,0.9866666666666666,23.06,0.0,2.7266666666666666,3.85,4.0,79.19999999999999,0.9166666666666664,0.95,5053.45,0.78,8.44,28.0,581.82,17.78,102.6,10.0,16.0,219.0,8.18,8.379999999999999,24.5,88.0,10.0,210.49,2609.65,10709.16,23.1104,54.4286,36.0,3287.0,11.68,10.0,18.0,6.0,14.0,8.0,237.6,3.04,2.75,1117.0,14.0,2.96,28.0
608,1.2000000000000002,2.0,1.0,2.0,0.0144999999999999,886.3333333333333,2114.2000000000003,4.0,4.046666666666667,2.6666666666666665,4155.299999999999,4.0,4.0,392.3333333333333,5.8133333333333335,43.0,11.23,5.333333333333333,2.0,7.846666666666666,341.0,1.43,23.509533333333337,0.1945,1.3333333333333333,7.333333333333332,17.44,22.73,2.218600000000002,22.34,0.48,1.81,9086.0,2.0,2.0,3.333333333333333,3.333333333333333,2.6666666666666665,565.2,4.666666666666667,12.0,14.0,1.56,3.5900000000000003,4.0,3.0,1.28,14.0,14.0,0.0648333333333333,146.42000000000002,13.3,0.5204000000000004,1.28,0.0,0.0,9.333333333333332,0.6666666666666666,8.0,4342.666666666666,2.0,198.2,4.0,34.666666666666664,340.0,1090.6833333333334,3.0,6.023466666666666,80.87666666666667,1.7033333333333334,2102.95,1.2900000000000005,5.999999999999999,4.666666666666667,2.1133333333333333,56.0,4.666666666666666,9.333333333333332,2.06,2.0,0.0,73.66666666666666,0.5199999999999999,9.166666666666666,12.0,1.18,23.54,0.0,2.1533333333333333,5.11,4.0,103.2,1.1833333333333331,0.55,6308.849999999999,0.57,6.180000000000001,28.0,594.6,22.0,66.6,10.0,16.0,221.0,6.46,6.34,27.5,104.0,10.0,242.63,3272.05,13028.0,18.0704,70.5286,36.0,2659.0,12.14,12.0,18.0,6.0,14.0,8.0,309.6,3.84,3.55,1177.0,14.0,3.54,28.0
609,1.2000000000000002,2.0,1.0,2.0,0.0144999999999999,914.75,2114.2000000000003,4.0,3.747500000000001,2.5,4155.299999999999,4.0,4.0,364.0,4.8774999999999995,43.0,11.23,5.5,2.0,5.9525,341.0,1.43,23.32465,0.2545,1.25,6.225,19.51,22.73,2.218600000000002,22.34,0.48,1.81,9086.0,2.0,2.0,3.5,3.0,3.0,565.2,5.0,12.0,14.0,2.27,3.5900000000000003,3.75,3.0,1.28,14.0,14.0,0.063625,146.42000000000002,13.3,0.5204000000000004,1.1800000000000002,0.0,0.0,9.5,0.5,10.0,3585.5,2.0,151.1,4.0,30.0,340.0,914.5,3.0,5.980099999999999,68.67500000000001,1.5525000000000002,1756.675,1.2900000000000005,6.25,5.0,2.2325,56.0,3.5,10.5,2.1675,2.0,0.0,77.25,0.5675,7.305,13.0,1.14,23.81,0.0,2.26,6.210000000000001,5.0,97.65,1.1375,0.55,7026.7,0.57,8.67,38.0,604.4,24.9,66.6,14.0,22.0,309.0,9.04,8.93,29.22,120.0,12.0,274.70000000000005,3658.0,14342.0,23.920399999999997,93.2986,52.0,3659.0,14.990000000000002,15.0,25.0,8.0,20.0,12.0,390.6,4.720000000000001,4.55,1456.0,20.0,4.5600000000000005,42.0
610,1.05,2.0,1.0,2.0,0.0144999999999999,846.9999999999999,2010.0,4.0,3.786666666666666,2.6666666666666665,3914.999999999999,4.0,4.0,357.66666666666663,7.626666666666667,44.0,8.510000000000002,5.333333333333333,2.0,8.013333333333332,282.0,1.2700000000000002,25.1762,0.1945,1.3333333333333333,7.933333333333333,22.880000000000003,22.48,0.2813999999999979,17.369999999999997,0.3400000000000001,1.62,8643.0,2.0,2.0,3.333333333333333,3.333333333333333,2.6666666666666665,537.3,4.666666666666667,12.0,14.0,0.78,3.98,4.666666666666666,2.0,1.2499999999999998,14.0,14.0,0.0648333333333333,99.53000000000002,12.4,0.6104000000000003,1.38,0.0,0.0,9.333333333333332,0.6666666666666666,8.0,4638.0,2.0,216.8,4.0,46.666666666666664,392.0,1160.15,3.0,5.963466666666666,112.13666666666666,1.83,2263.1499999999996,1.11,5.999999999999999,4.666666666666667,2.006666666666667,38.0,4.666666666666666,9.333333333333332,1.94,2.0,0.0,74.33333333333333,0.26,12.48,12.0,1.2733333333333332,24.04,0.0,2.133333333333333,5.49,4.0,110.4,1.2833333333333332,0.4000000000000001,6789.45,0.18,5.82,28.0,650.4,23.799999999999997,55.8,10.0,16.0,223.0,6.3999999999999995,6.0200000000000005,37.44,140.0,10.0,336.40999999999997,3480.45,13914.0,17.8904,75.5286,36.0,2541.0,11.36,14.0,18.0,6.0,14.0,8.0,331.2,4.140000000000001,3.85,1073.0,14.0,3.82,28.0
611,0.92,4.44,1.0,7.0,0.0673,1095.6666666666667,372.0,6.0,1.5513333333333332,1.5546666666666669,1594.6,5.0,5.0,141.53333333333333,4.276,23.0,13.5,7.6,5.0,2.7586666666666666,548.0,1.11,21.033421253333337,0.4153,1.2,3.626666666666667,64.14,8.33,10.862009999999998,9.58,0.5,1.4,4203.04,10.0,10.0,3.5999999999999996,2.4,3.5999999999999996,95.0,5.4,5.0,70.0,5.917,2.18,4.0,3.0,1.16,14.0,14.0,0.0276866666666666,176.91037,5.2,3.4181,1.0713333333333332,0.0,0.0,6.666666666666666,3.333333333333333,23.32,1360.5786666666668,50.0,32.565799999999996,5.0,38.266666666666666,218.0,262.6766666666667,4.0,6.721219999999999,91.164716,1.4336,593.3900000000001,1.2799999999999998,6.666666666666667,5.6,2.496,67.0,4.666666666666667,9.333333333333334,2.388,2.0,0.0,87.53333333333333,0.3944666666666667,3.917666666666667,15.6,1.1566666666666667,41.379999999999995,0.0,2.698666666666667,21.504,18.0,89.25333333333333,1.1800000000000002,0.6000000000000001,8900.85,0.59,35.82,100.0,488.4870000000001,54.400000000000006,57.0,54.0,114.0,1313.0,40.48,37.44,58.765,574.0,36.0,1367.4707400000002,3940.15,20408.68,100.8183,315.5013188,234.0,16435.0,23.27,60.0,100.0,30.0,84.0,54.0,1338.8,16.07,17.7,2123.0,81.0,17.35,140.0
612,0.92,4.44,1.0,7.0,0.0673,1078.2,550.5,6.0,1.4633333333333334,1.5546666666666669,1594.6,5.0,5.0,130.6,4.832,23.0,13.5,7.6,5.0,3.036,548.0,1.11,21.40008792,0.3953,1.2,3.9733333333333336,72.48,8.33,10.862009999999998,15.195,0.5,1.4,4203.04,10.0,10.0,3.5999999999999996,2.4,3.5999999999999996,94.6,5.4,5.0,70.0,4.897,1.52,4.266666666666667,3.0,1.16,14.0,14.0,0.0263533333333333,173.53037,5.2,3.4181,1.118,0.0,0.0,5.333333333333333,4.666666666666666,23.32,1495.912,70.0,38.2658,5.0,43.06666666666666,146.0,307.57,4.0,6.666553333333333,103.90204933333334,1.5095999999999998,666.07,1.2799999999999998,6.533333333333333,5.066666666666666,2.4386666666666668,66.0,4.666666666666667,9.333333333333334,2.3333333333333335,2.0,0.0,87.80000000000001,0.3264666666666667,6.020333333333333,15.6,1.2006666666666668,45.54,0.0,2.634666666666667,22.644,18.0,93.26666666666664,1.2333333333333334,0.6000000000000001,9991.05,0.36,35.0,80.0,573.9870000000001,59.6,57.0,54.0,114.0,1317.0,39.52,36.58,90.305,646.0,36.0,1558.5307400000002,4613.55,22438.68,99.9983,321.0013188,234.0,16173.0,21.95,64.0,98.0,30.0,76.0,54.0,1399.0,16.77,18.5,1959.0,81.0,18.009999999999998,140.0
