num_features_removed,selected_features,mean_rmse_score
0,129,0.7009935980824338
1,128,0.7021880408954522
2,127,0.7011691490198299
4,125,0.6988905498243752
8,121,0.7023139253467522
16,113,0.7005775904849838
32,97,0.711246996766272
64,65,0.7164528589327157
