,0,1,2,3,4,0
0.194,0.605866208,0.599567205,0.592875987,0.607047193,0.590380162,0.599147351
0.195,0.605866208,0.599567205,0.592875987,0.607047193,0.590380162,0.599147351
0.196,0.605866208,0.599567205,0.592875987,0.607047193,0.590380162,0.599147351
0.197,0.605866208,0.599567205,0.592875987,0.607047193,0.590380162,0.599147351
0.198,0.605866208,0.599567205,0.592875987,0.607047193,0.590380162,0.599147351
0.199,0.605866208,0.599567205,0.592875987,0.607047193,0.590380162,0.599147351
0.2,0.605866208,0.636606611,0.59076664,0.607047193,0.590380162,0.606133363
0.201,0.605866208,0.636606611,0.583396564,0.607047193,0.590380162,0.604659347
0.202,0.602622156,0.636606611,0.60915195,0.607047193,0.590380162,0.609161614
0.203,0.602622156,0.636606611,0.60915195,0.607047193,0.590380162,0.609161614
0.204,0.602622156,0.636606611,0.60915195,0.607047193,0.590380162,0.609161614
0.205,0.602622156,0.636606611,0.60915195,0.607047193,0.590380162,0.609161614
0.206,0.602622156,0.636606611,0.60915195,0.607047193,0.57485704,0.60605699
0.207,0.602622156,0.636606611,0.60915195,0.607047193,0.57485704,0.60605699
0.208,0.602622156,0.636606611,0.60915195,0.607047193,0.57485704,0.60605699
0.209,0.602622156,0.636606611,0.60915195,0.607047193,0.57485704,0.60605699
0.21,0.602622156,0.636606611,0.60915195,0.607047193,0.57485704,0.60605699
0.211,0.602622156,0.636606611,0.60915195,0.607047193,0.57485704,0.60605699
0.212,0.602622156,0.636606611,0.60915195,0.607047193,0.57485704,0.60605699
0.213,0.614692143,0.636606611,0.60915195,0.607047193,0.57485704,0.608470987
0.214,0.614692143,0.639955592,0.60915195,0.607047193,0.57485704,0.609140784
0.215,0.614692143,0.639955592,0.60915195,0.607047193,0.57485704,0.609140784
0.216,0.614692143,0.639955592,0.60915195,0.607047193,0.57485704,0.609140784
0.217,0.614692143,0.639955592,0.60915195,0.607047193,0.57485704,0.609140784
0.218,0.614692143,0.639955592,0.60915195,0.635104014,0.57485704,0.614752148
0.219,0.614692143,0.639955592,0.60915195,0.635104014,0.57675677,0.615132094
0.22,0.614692143,0.639955592,0.60915195,0.635104014,0.57675677,0.615132094
0.221,0.614692143,0.639955592,0.60915195,0.635104014,0.57675677,0.615132094
0.222,0.614692143,0.639955592,0.60915195,0.635104014,0.57675677,0.615132094
0.223,0.614692143,0.639955592,0.60915195,0.635104014,0.57675677,0.615132094
0.224,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.225,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.226,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.227,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.228,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.229,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.23,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.231,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.232,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.233,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.234,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.235,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.236,0.615853609,0.639955592,0.60915195,0.635104014,0.57675677,0.615364387
0.237,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.238,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.239,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.24,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.241,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.242,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.243,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.244,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.245,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.246,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.247,0.638198979,0.639955592,0.60915195,0.635104014,0.57675677,0.619833461
0.248,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.249,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.25,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.251,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.252,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.253,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.254,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.255,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.256,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.257,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.258,0.638198979,0.639955592,0.625590397,0.635104014,0.57675677,0.62312115
0.259,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.26,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.261,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.262,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.263,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.264,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.265,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.266,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.267,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.268,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.269,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.27,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.271,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.272,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.273,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.274,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.275,0.638198979,0.657119451,0.625590397,0.635104014,0.57675677,0.626553922
0.276,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.277,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.278,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.279,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.28,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.281,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.282,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.283,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.284,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.285,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.286,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.287,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.288,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.289,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.29,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.291,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.292,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.293,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.294,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.295,0.675375282,0.657119451,0.625590397,0.635104014,0.57675677,0.633989183
0.296,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.297,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.298,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.299,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.3,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.301,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.302,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.303,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.304,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.305,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.306,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.307,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.308,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.309,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.31,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.311,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.312,0.675375282,0.657119451,0.625590397,0.637210944,0.57675677,0.634410569
0.313,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.314,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.315,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.316,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.317,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.318,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.319,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.32,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.321,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.322,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.323,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.324,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.325,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.326,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.327,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.328,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.329,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.33,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.331,0.675375282,0.657119451,0.625590397,0.637210944,0.601567294,0.639372674
0.332,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.333,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.334,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.335,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.336,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.337,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.338,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.339,0.675375282,0.682202579,0.625590397,0.637210944,0.601567294,0.644389299
0.34,0.676584514,0.682202579,0.625590397,0.637210944,0.601567294,0.644631146
0.341,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.342,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.343,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.344,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.345,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.346,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.347,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
0.348,0.676584514,0.682202579,0.625590397,0.637210944,0.628060364,0.64992976
