,var_name,importance
119,range_metallic_valence,0.11554584225574757
89,range_Atomic_Radus,0.08828587364217624
6,avg_Cohesive_energy,0.08611287725983635
99,range_Molar_Denstiy_(mol/ml),0.07492364395425335
33,avg_metallic_valence,0.07302536600942022
120,range_number_of_valence_electrons,0.06880951789108944
28,avg_heat_atomization(kJ/mol),0.06867786238133455
9,avg_Density_(g/mL),0.06736241715461704
98,range_Mendele_Number,0.06364769686274865
112,range_gilmor_number_of_valence_electron,0.06310214438213495
0,avg_1st_ionization_potential_(kJ/mol),0.06307786005790632
91,range_Boiling_Point_(K),0.05632080920682904
95,range_Density_(g/mL),0.051151517082555074
127,range_valence_p,0.050623691546840835
104,range_Number_of_unfilled_p_valence_electrons,0.05062369154684081
86,range_1st_ionization_potential_(kJ/mol),0.0453881575241354
14,avg_Molar_Heat_Capacity(J/mol_K),0.04526171824830473
118,range_l_quantum_number,0.045196139085288925
97,range_Melting_point_(K),0.04401898174597777
52,sum_Density_(g/mL),0.043847554235401195
34,avg_number_of_valence_electrons,0.042601202582771044
110,range_abs_valence,0.03813878734647247
38,avg_thermal_conductivity_(W/(m_K))_,0.03687485258906372
94,range_Critical_Temperature,0.03308526022062268
125,range_valence_d,0.028891834632781537
102,range_Number_of_unfilled_d_valence_electrons,0.0288918346327815
87,range_Allred-Rockow_electronegativity,0.028777478037088522
124,range_thermal_conductivity_(W/(m_K))_,0.027688196844967854
100,range_Molar_Heat_Capacity(J/mol_K),0.025842139428133896
56,sum_Molar_Denstiy_(mol/ml),0.02559765645595715
24,avg_abs_valence,0.025441384395789947
18,avg_Number_of_unfilled_p_valence_electrons,0.024781908051614933
41,avg_valence_p,0.02478190805161482
115,range_heat_of_fusion_(kJ/mol)_,0.024745929679517838
83,sum_valence_f,0.024655531792299255
116,range_heat_of_vaporization_(kJ/mol)_,0.024339803237119085
22,avg_Period,0.023869703516535744
8,avg_Critical_Temperature,0.023700740223842776
10,avg_Gordy_electonegativity,0.023281321858238148
107,range_Pauling_Electronegativity,0.022716243216023828
30,avg_heat_of_vaporization_(kJ/mol)_,0.02184746292612289
108,range_Period,0.021721079213173948
37,avg_specific_heat_(J/g_K)_,0.021325037338842417
103,range_Number_of_unfilled_f_valence_electrons,0.021136160307273107
126,range_valence_f,0.02113616030727309
26,avg_gilmor_number_of_valence_electron,0.021109985042268874
5,avg_Boiling_Point_(K),0.021053468938963645
111,range_families,0.020969416313540823
32,avg_l_quantum_number,0.020755914711556737
92,range_Cohesive_energy,0.020739275980690662
90,range_Atomic_Weight,0.019856283460346253
82,sum_valence_d,0.019660942267684396
80,sum_specific_heat_(J/g_K)_,0.019250266178516585
128,range_valence_s,0.01922514265799882
105,range_Number_of_unfilled_s_valence_electrons,0.019225142657998656
122,range_polarizability(A^3),0.018770683628452946
15,avg_Nagle_electonegativity,0.018302965249826504
