formula,avg_1st_ionization_potential_(kJ/mol),avg_Allred-Rockow_electronegativity,avg_Atomic_Number,avg_Atomic_Radus,avg_Atomic_Weight,avg_Boiling_Point_(K),avg_Cohesive_energy,avg_Covalent_Radius,avg_Critical_Temperature,avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Melting_point_(K),avg_Mendele_Number,avg_Molar_Denstiy_(mol/ml),avg_Molar_Heat_Capacity(J/mol_K),avg_Nagle_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_Number_of_unfilled_f_valence_electrons,avg_Number_of_unfilled_p_valence_electrons,avg_Number_of_unfilled_s_valence_electrons,avg_Orbital_Radius(pm),avg_Pauling_Electronegativity,avg_Period,avg_Zunger_radii_sum,avg_abs_valence,avg_families,avg_gilmor_number_of_valence_electron,avg_group,avg_heat_atomization(kJ/mol),avg_heat_of_fusion_(kJ/mol)_,avg_heat_of_vaporization_(kJ/mol)_,avg_ionic_radius,avg_l_quantum_number,avg_metallic_valence,avg_number_of_valence_electrons,avg_outer_shell_electrons,avg_polarizability(A^3),avg_specific_heat_(J/g_K)_,avg_thermal_conductivity_(W/(m_K))_,avg_valence_d,avg_valence_f,avg_valence_p,avg_valence_s,sum_1st_ionization_potential_(kJ/mol),sum_Allred-Rockow_electronegativity,sum_Atomic_Number,sum_Atomic_Radus,sum_Atomic_Weight,sum_Boiling_Point_(K),sum_Cohesive_energy,sum_Covalent_Radius,sum_Critical_Temperature,sum_Density_(g/mL),sum_Gordy_electonegativity,sum_Melting_point_(K),sum_Mendele_Number,sum_Molar_Denstiy_(mol/ml),sum_Molar_Heat_Capacity(J/mol_K),sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_Number_of_unfilled_f_valence_electrons,sum_Number_of_unfilled_p_valence_electrons,sum_Number_of_unfilled_s_valence_electrons,sum_Orbital_Radius(pm),sum_Pauling_Electronegativity,sum_Period,sum_Zunger_radii_sum,sum_abs_valence,sum_families,sum_gilmor_number_of_valence_electron,sum_group,sum_heat_atomization(kJ/mol),sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_ionic_radius,sum_l_quantum_number,sum_metallic_valence,sum_number_of_valence_electrons,sum_outer_shell_electrons,sum_polarizability(A^3),sum_specific_heat_(J/g_K)_,sum_thermal_conductivity_(W/(m_K))_,sum_valence_d,sum_valence_f,sum_valence_p,sum_valence_s,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,range_Atomic_Number,range_Atomic_Radus,range_Atomic_Weight,range_Boiling_Point_(K),range_Cohesive_energy,range_Covalent_Radius,range_Critical_Temperature,range_Density_(g/mL),range_Gordy_electonegativity,range_Melting_point_(K),range_Mendele_Number,range_Molar_Denstiy_(mol/ml),range_Molar_Heat_Capacity(J/mol_K),range_Nagle_electonegativity,range_Number_of_unfilled_d_valence_electrons,range_Number_of_unfilled_f_valence_electrons,range_Number_of_unfilled_p_valence_electrons,range_Number_of_unfilled_s_valence_electrons,range_Orbital_Radius(pm),range_Pauling_Electronegativity,range_Period,range_Zunger_radii_sum,range_abs_valence,range_families,range_gilmor_number_of_valence_electron,range_group,range_heat_atomization(kJ/mol),range_heat_of_fusion_(kJ/mol)_,range_heat_of_vaporization_(kJ/mol)_,range_ionic_radius,range_l_quantum_number,range_metallic_valence,range_number_of_valence_electrons,range_outer_shell_electrons,range_polarizability(A^3),range_specific_heat_(J/g_K)_,range_thermal_conductivity_(W/(m_K))_,range_valence_d,range_valence_f,range_valence_p,range_valence_s,target
KSb(SO4)2,1147.0833333333333,3.064166666666666,13.833333333333332,0.78,29.416666666666664,451.1,2.5283333333333333,0.935,929.8033333333332,0.9741666666666666,7.204166666666666,204.20416666666665,80.0,0.0158333333333333,18.182499999999997,3.0549999999999997,9.166666666666666,13.999999999999998,2.4166666666666665,0.0833333333333333,71.45833333333333,2.9624999999999995,2.583333333333333,0.9516666666666668,3.6666666666666665,6.416666666666666,5.5,14.666666666666666,241.83333333333331,2.283333333333333,16.990833333333335,0.8708333333333333,0.9166666666666666,0.6666666666666666,5.5,5.25,5.176666666666666,0.8116666666666665,10.623333333333331,0.8333333333333333,0.0,3.583333333333333,1.9166666666666663,13765.0,36.77,166.0,9.36,353.0,5413.2,30.340000000000003,11.22,11157.64,11.69,86.44999999999999,2450.45,960.0,0.19,218.19,36.66,110.0,168.0,29.0,1.0,857.5,35.55,31.0,11.42,44.0,77.0,66.0,176.0,2902.0,27.40000000000001,203.89,10.45,11.0,8.0,66.0,63.0,62.12,9.74,127.48,10.0,0.0,43.0,23.0,895.0,2.88,43.0,1.95,105.76,2133.0,1.92,1.23,4915.42,6.69,5.579999999999999,849.4,85.0,0.06,14.6,2.78,10.0,0.0,4.0,1.0,171.2,2.62,3.0,3.22,3.0,6.0,5.0,15.0,189.0,19.65,76.46000000000001,1.6,1.0,3.0,5.0,5.0,42.61,0.7100000000000001,102.37,10.0,0.0,4.0,1.0,4.2351
KSb5S8,899.2142857142858,2.239285714285714,28.714285714285715,1.1514285714285712,64.60428571428571,1277.9785714285715,2.677142857142857,1.2157142857142855,2720.3571428571427,3.633571428571429,5.327857142857143,567.4821428571428,80.85714285714286,0.0535714285714285,24.237857142857145,2.154285714285714,6.428571428571428,14.0,2.642857142857143,0.0714285714285714,104.33571428571427,2.2649999999999997,3.7857142857142856,1.5242857142857142,3.4285714285714284,6.214285714285714,5.285714285714286,14.571428571428571,259.42857142857144,8.245714285714286,38.855,1.2464285714285714,0.9285714285714286,2.2857142857142856,5.285714285714286,4.214285714285714,7.114285714285714,0.5342857142857143,16.147142857142857,3.5714285714285716,0.0,3.3571428571428568,1.9285714285714284,12589.0,31.35,402.0,16.12,904.46,17891.7,37.48,17.02,38085.0,50.870000000000005,74.59,7944.75,1132.0,0.75,339.33,30.16,90.0,196.0,37.0,1.0,1460.7,31.71,53.0,21.34,48.0,87.0,74.0,204.0,3632.0,115.44,543.97,17.45,13.0,32.0,74.0,59.0,99.6,7.48,226.06,50.0,0.0,47.0,27.0,581.0,1.86,35.0,1.5500000000000005,89.69,1505.3000000000002,1.92,0.94,3756.0,5.83,3.0599999999999996,567.75,85.0,0.0399999999999999,6.550000000000001,1.6500000000000004,10.0,0.0,4.0,1.0,135.2,1.7600000000000002,2.0,2.59,3.0,6.0,5.0,15.0,189.0,18.15,70.07000000000001,1.2000000000000002,1.0,2.0,5.0,5.0,40.5,0.54,102.13,10.0,0.0,4.0,1.0,1.3375
KSbS2,813.25,1.9725,25.5,1.38,56.25,1173.0,2.345,1.345,2480.25,2.9225000000000003,4.8725,503.1124999999999,66.0,0.0475,25.1075,1.925,7.5,14.0,3.25,0.25,124.375,2.0075,3.75,1.915,3.0,5.25,4.5,12.0,227.5,6.410000000000001,44.1525,1.4125,0.75,2.0,4.5,3.75,13.95,0.595,31.81,2.5,0.0,2.75,1.75,3253.0,7.89,102.0,5.5200000000000005,225.0,4692.0,9.38,5.38,9921.0,11.69,19.49,2012.45,264.0,0.19,100.43,7.7,30.0,56.0,13.0,1.0,497.5,8.03,15.0,7.66,12.0,21.0,18.0,48.0,910.0,25.640000000000004,176.61,5.65,3.0,8.0,18.0,15.0,55.8,2.38,127.24,10.0,0.0,11.0,7.0,581.0,1.86,35.0,1.5500000000000005,89.69,1505.3000000000002,1.92,0.94,3756.0,5.83,3.0599999999999996,567.75,85.0,0.0399999999999999,6.550000000000001,1.6500000000000004,10.0,0.0,4.0,1.0,135.2,1.7600000000000002,2.0,2.59,3.0,6.0,5.0,15.0,189.0,18.15,70.07000000000001,1.2000000000000002,1.0,2.0,5.0,5.0,40.5,0.54,102.13,10.0,0.0,4.0,1.0,1.601
KSbSe2,783.75,1.8925,34.5,1.455,79.695,1293.15,2.15,1.415,2701.75,4.282500000000001,4.8275,555.2125,66.5,0.0475,26.3575,1.835,7.5,14.0,3.25,0.25,129.775,1.9924999999999995,4.25,2.01,3.0,5.25,4.5,12.0,201.5,8.895000000000001,58.1025,1.4875,0.75,2.0,4.5,3.75,14.4,0.4,31.935,2.5,0.0,2.75,1.75,3135.0,7.57,138.0,5.82,318.78,5172.6,8.6,5.66,10807.0,17.130000000000003,19.31,2220.85,266.0,0.19,105.43,7.34,30.0,56.0,13.0,1.0,519.1,7.969999999999999,17.0,8.04,12.0,21.0,18.0,48.0,806.0,35.580000000000005,232.41,5.95,3.0,8.0,18.0,15.0,57.6,1.6,127.74,10.0,0.0,11.0,7.0,522.0,1.7000000000000002,32.0,1.4,82.66,1265.0,1.82,0.8,3313.0,5.83,2.97,567.75,86.0,0.0399999999999999,4.050000000000001,1.4700000000000002,10.0,0.0,4.0,1.0,124.4,1.73,1.0,2.4,3.0,6.0,5.0,15.0,172.0,17.54,42.17,1.0500000000000005,1.0,2.0,5.0,5.0,39.6,0.54,101.88,10.0,0.0,4.0,1.0,1.1298
KSiBiS4,844.1428571428571,2.1457142857142855,25.71428571428571,1.2128571428571429,57.77862428571429,1195.1214285714286,2.734285714285714,1.23,2465.428571428571,3.031428571428571,5.029828571428571,586.7857142857142,74.14285714285714,0.0552428571428571,23.631092057142855,2.071428571428571,8.57142857142857,12.0,3.0,0.1428571428571428,110.92857142857142,2.1514285714285712,3.571428571428571,1.643857142857143,3.142857142857143,5.714285714285714,4.857142857142857,13.428571428571429,266.42857142857144,10.15142857142857,86.87,1.2714285714285714,0.8571428571428571,2.2857142857142856,4.857142857142857,4.857142857142857,9.685714285714283,0.6314285714285715,37.05,1.4285714285714284,2.0,3.0,1.857142857142857,5909.0,15.02,180.0,8.49,404.45037,8365.85,19.14,8.61,17258.0,21.22,35.2088,4107.5,519.0,0.3867,165.4176444,14.5,60.0,84.0,21.0,1.0,776.5,15.06,25.0,11.507,22.0,40.0,34.0,94.0,1865.0,71.05999999999999,608.09,8.9,6.0,16.0,34.0,34.0,67.8,4.42,259.34999999999997,10.0,14.0,21.0,13.0,581.0,1.86,69.0,1.5500000000000005,180.89037,1910.3,3.7,0.94,3845.0,8.89,3.0599999999999996,1346.75,85.0,0.06,9.38,1.6500000000000004,10.0,14.0,4.0,1.0,135.2,1.7600000000000002,3.0,2.59,3.0,6.0,5.0,15.0,362.0,48.83,374.42,1.2000000000000002,1.0,3.0,5.0,5.0,40.5,0.63,147.73,10.0,14.0,4.0,1.0,2.0549
KSm2CuS4,781.75,1.89,29.5,1.5199999999999998,66.45625000000001,1359.875,2.5125,1.3325,2972.5,4.1425,4.955125,741.3312500000001,58.125,0.0625,25.58675,1.80125,8.75,12.5,4.0,0.25,128.7625,1.9225,4.0,2.3012499999999996,3.625,4.875,4.125,10.25,244.75,4.94,94.02125,1.40625,1.5,2.505,5.25,3.75,14.9125,0.5462499999999999,66.385,1.25,1.5,2.0,1.75,6254.0,15.12,236.0,12.159999999999998,531.6500000000001,10879.0,20.1,10.66,23780.0,33.14,39.641,5930.650000000001,465.0,0.5,204.694,14.41,70.0,100.0,32.0,2.0,1030.1,15.38,32.0,18.409999999999997,29.0,39.0,33.0,82.0,1958.0,39.52,752.1700000000001,11.25,12.0,20.04,42.0,30.0,119.3,4.369999999999999,531.08,10.0,12.0,16.0,14.0,581.0,1.86,46.0,1.5500000000000005,118.29000000000002,2122.3,2.56,0.94,4126.0,8.100000000000001,3.0599999999999996,1019.75,85.0,0.12,7.302,1.6500000000000004,10.0,6.0,4.0,1.0,135.2,1.7600000000000002,3.0,3.0399999999999996,6.0,6.0,5.0,15.0,248.0,11.33,290.5,1.2000000000000002,3.0,4.44,10.0,5.0,40.5,0.55,400.73,10.0,6.0,4.0,1.0,0.5692000000000004
KSnAuS3,836.3333333333333,2.04,32.666666666666664,1.3766666666666667,75.16442333333332,1513.8333333333333,2.7383333333333333,1.3116666666666663,3029.0,5.613333333333333,5.48485,556.0916666666667,68.83333333333333,0.0596666666666666,24.965286186666667,1.9233333333333331,6.666666666666666,11.666666666666666,3.6666666666666665,0.3333333333333333,116.98333333333332,2.1766666666666667,4.0,1.9216666666666664,2.5,5.166666666666666,4.166666666666666,12.333333333333332,265.8333333333333,4.511666666666667,123.245,1.3333333333333337,1.0,2.74,5.666666666666666,3.6666666666666665,10.98333333333333,0.5396666666666666,81.135,3.333333333333333,2.333333333333333,2.3333333333333335,1.6666666666666663,5018.0,12.239999999999998,196.0,8.26,450.98654,9083.0,16.43,7.870000000000001,18174.0,33.68,32.909099999999995,3336.5499999999997,413.0,0.358,149.79171712,11.54,40.0,70.0,22.0,2.0,701.9,13.06,24.0,11.53,15.0,31.0,25.0,74.0,1595.0,27.07,739.4699999999999,8.0,6.0,16.44,34.0,22.0,65.9,3.238,486.81,20.0,14.0,14.0,10.0,581.0,1.86,63.0,1.5500000000000005,164.89654,2635.3,2.88,0.94,4886.0,18.44,5.1891,1000.75,85.0,0.078,6.550000000000001,1.6500000000000004,10.0,14.0,4.0,1.0,135.2,1.7600000000000002,3.0,2.59,4.0,6.0,5.0,15.0,276.0,10.83,324.59999999999997,1.2000000000000002,2.0,4.44,10.0,5.0,40.5,0.622,316.73,10.0,14.0,4.0,1.0,1.6528
KSnAuSe3,806.8333333333333,1.96,41.666666666666664,1.4516666666666669,98.60942333333332,1633.9833333333331,2.5433333333333334,1.3816666666666666,3250.5,6.973333333333333,5.43985,608.1916666666666,69.33333333333333,0.0596666666666666,26.215286186666667,1.8333333333333337,6.666666666666666,11.666666666666666,3.6666666666666665,0.3333333333333333,122.38333333333333,2.161666666666666,4.5,2.0166666666666666,2.5,5.166666666666666,4.166666666666666,12.333333333333332,239.83333333333331,6.996666666666667,137.195,1.4083333333333332,1.0,2.74,5.666666666666666,3.6666666666666665,11.433333333333332,0.3446666666666667,81.26,3.333333333333333,2.333333333333333,2.3333333333333335,1.6666666666666663,4841.0,11.760000000000002,250.0,8.71,591.65654,9803.9,15.260000000000002,8.29,19503.0,41.84,32.6391,3649.15,416.0,0.358,157.29171712,11.0,40.0,70.0,22.0,2.0,734.3,12.97,27.0,12.1,15.0,31.0,25.0,74.0,1439.0,41.98,823.17,8.45,6.0,16.44,34.0,22.0,68.6,2.068,487.56,20.0,14.0,14.0,10.0,522.0,1.7000000000000002,60.0,1.4,157.86654,2395.0,2.88,0.8,4443.0,18.44,5.1891,1000.75,86.0,0.078,4.108282880000001,1.4700000000000002,10.0,14.0,4.0,1.0,124.4,1.73,2.0,2.4,4.0,6.0,5.0,15.0,276.0,10.22,296.7,1.0500000000000005,2.0,4.44,10.0,5.0,39.6,0.622,316.48,10.0,14.0,4.0,1.0,1.4172999999999998
KTa3(TeO6)2,1122.6666666666667,2.910555555555555,24.333333333333332,0.925,57.17465,1207.5166666666664,3.3916666666666666,0.9755555555555556,2193.664444444444,3.5077777777777777,7.435077777777777,680.3416666666667,76.16666666666666,0.02195,18.49989544444444,2.9011111111111108,8.388888888888888,11.666666666666664,2.8888888888888884,0.0555555555555555,77.90555555555555,2.822222222222222,3.111111111111111,1.1688888888888886,3.6666666666666665,6.055555555555555,5.222222222222222,13.333333333333332,323.2222222222222,7.486111111111111,136.38277777777776,0.9194444444444444,1.1111111111111112,1.1111111111111112,5.555555555555555,4.611111111111111,5.732222222222221,0.7005555555555555,15.553333333333333,1.6111111111111112,2.333333333333333,3.1111111111111107,1.944444444444444,20208.0,52.39,438.0,16.65,1029.1437,21735.3,61.05,17.560000000000002,39485.96,63.14,133.8314,12246.15,1371.0,0.3951,332.998118,52.22,151.0,210.0,52.0,1.0,1402.3,50.8,56.0,21.04,66.0,109.0,94.0,240.0,5818.0,134.75,2454.89,16.549999999999997,20.0,20.0,100.0,83.0,103.18,12.61,279.96,29.0,42.0,56.0,35.0,895.0,2.88,65.0,1.95,164.9479,5608.0,7.17,1.23,10095.42,16.6,5.579999999999999,3214.4,87.0,0.0917,14.6,2.78,10.0,14.0,4.0,1.0,171.2,2.62,4.0,3.22,3.0,6.0,5.0,15.0,692.0,31.380000000000003,739.59,1.6,2.0,5.0,5.0,5.0,42.61,0.78,102.37,10.0,14.0,4.0,1.0,2.9431000000000003
KTaO3,1024.4,2.58,23.200000000000003,1.1740000000000002,53.60958,1400.35,3.378,1.106,2587.348,3.4920000000000004,6.89476,753.96,62.4,0.02234,19.7625412,2.592,9.4,11.2,3.6000000000000005,0.2,98.5,2.528,3.2,1.578,3.2,5.2,4.3999999999999995,10.8,323.8,6.918,166.61999999999998,1.09,1.0,1.2,4.8,4.199999999999999,11.774,0.7300000000000001,31.998000000000005,0.6000000000000001,2.8000000000000003,2.4,1.8,5122.0,12.9,116.0,5.869999999999999,268.0479,7001.749999999999,16.89,5.529999999999999,12936.74,17.46,34.4738,3769.8,312.0,0.1117,98.812706,12.96,47.0,56.0,18.0,1.0,492.5,12.64,16.0,7.890000000000001,16.0,26.0,22.0,54.0,1619.0,34.589999999999996,833.1,5.45,5.0,6.0,24.0,21.0,58.87,3.65,159.99,3.0,14.0,12.0,9.0,895.0,2.88,65.0,1.95,164.9479,5608.0,7.17,1.23,10095.42,16.6,5.579999999999999,3214.4,84.0,0.0917,14.6,2.78,3.0,14.0,4.0,1.0,171.2,2.62,4.0,3.22,3.0,6.0,5.0,15.0,692.0,31.380000000000003,739.59,1.6,2.0,5.0,5.0,5.0,42.61,0.78,102.37,3.0,14.0,4.0,1.0,2.0995
KTeP2,828.0,1.8475,25.25,1.405,57.16,850.6000000000001,2.495,1.3575,1635.0,2.685,4.5375,423.3875,64.75,0.0475,25.635,1.84,7.5,14.0,3.5,0.25,127.775,1.825,3.75,1.96,2.75,5.25,4.25,11.75,229.25,5.285,39.17,1.4,0.75,2.25,4.25,3.25,14.025,0.6225,26.3075,2.5,0.0,2.5,1.75,3312.0,7.390000000000001,101.0,5.62,228.64,3402.4000000000005,9.98,5.43,6540.0,10.74,18.15,1693.55,259.0,0.19,102.54,7.36,30.0,56.0,14.0,1.0,511.1,7.3,15.0,7.84,11.0,21.0,17.0,47.0,917.0,21.14,156.68,5.6,3.0,9.0,17.0,13.0,56.1,2.49,105.23,10.0,0.0,10.0,7.0,593.0,1.52,37.0,1.4500000000000002,96.63,709.8000000000001,2.5,0.8999999999999999,1335.0,5.38,2.6500000000000004,405.4,87.0,0.0399999999999999,5.469999999999999,1.3800000000000003,10.0,0.0,4.0,1.0,124.29999999999998,1.37,2.0,2.45,3.0,6.0,5.0,15.0,225.0,16.83,67.74000000000001,1.2000000000000002,1.0,2.0,5.0,4.0,39.8,0.5700000000000001,102.16,10.0,0.0,4.0,1.0,1.2093000000000005
KThCuS3,791.8333333333333,1.91,31.0,1.3866666666666667,71.81634999999999,1848.3333333333333,3.1950000000000003,1.3416666666666666,4356.0,4.621666666666666,4.479733333333333,812.2583333333333,57.83333333333333,0.0650666666666666,24.937428666666666,1.8083333333333331,8.0,14.0,4.0,0.3333333333333333,126.18333333333332,1.96,4.0,2.335,2.5,4.833333333333333,3.833333333333333,10.5,306.8333333333333,6.1066666666666665,153.99499999999998,1.3916666666666666,1.1666666666666663,2.74,5.333333333333333,3.6666666666666665,15.15,0.5633333333333332,93.035,2.0,0.0,2.0,1.6666666666666663,4751.0,11.46,186.0,8.32,430.8981,11090.0,19.17,8.05,26136.0,27.729999999999997,26.8784,4873.55,347.0,0.3904,149.624572,10.85,48.0,84.0,24.0,2.0,757.1,11.76,24.0,14.010000000000002,15.0,29.0,23.0,63.0,1841.0,36.64,923.97,8.35,7.0,16.44,32.0,22.0,90.9,3.38,558.2099999999999,12.0,0.0,12.0,10.0,581.0,1.86,74.0,1.5500000000000005,199.9681,4345.299999999999,5.2700000000000005,0.94,13236.0,10.84,3.0599999999999996,1686.75,85.0,0.12,6.550000000000001,1.6500000000000004,10.0,0.0,4.0,1.0,135.2,1.7600000000000002,4.0,3.88,4.0,6.0,5.0,15.0,486.0,14.38,504.6,1.2000000000000002,2.0,4.44,10.0,5.0,40.5,0.63,400.73,10.0,0.0,4.0,1.0,2.0422
KTiPO5,1082.5,2.80125,12.0,0.94625,24.74375,699.65,2.7887500000000003,1.00375,2436.2375,0.9025,6.592499999999999,357.56875,70.5,0.0212499999999999,18.95875,2.79875,9.75,14.0,3.125,0.125,85.1,2.71875,2.625,1.2325,3.25,5.875,4.75,12.5,265.0,2.4425000000000003,66.25625,0.95,1.0,1.0,5.0,4.75,8.19375,0.8300000000000001,15.58625,0.25,0.0,2.875,1.875,8660.0,22.41,96.0,7.57,197.95,5597.2,22.31,8.030000000000001,19489.9,7.220000000000001,52.739999999999995,2860.55,564.0,0.1699999999999999,151.67000000000002,22.39,78.0,112.0,25.0,1.0,680.8,21.75,21.0,9.86,26.0,47.0,38.0,100.0,2120.0,19.540000000000003,530.05,7.6,8.0,8.0,40.0,38.0,65.55,6.640000000000001,124.69,2.0,0.0,23.0,15.0,895.0,2.88,14.0,1.95,31.880000000000003,3470.0,3.919999999999999,1.23,15345.42,4.54,5.579999999999999,1878.4,84.0,0.09,14.6,2.78,2.0,0.0,4.0,1.0,171.2,2.62,2.0,3.22,3.0,6.0,5.0,15.0,380.0,15.23,417.59,1.6,2.0,4.0,5.0,5.0,42.61,0.4,102.37,2.0,0.0,4.0,1.0,3.0442
KUClO3,1035.0,2.6083333333333334,25.333333333333332,1.0683333333333334,60.096483333333325,938.8833333333332,2.623333333333333,1.0933333333333333,2600.6166666666663,3.3099999999999996,6.3427999999999995,346.325,63.0,0.0166333333333333,19.84391133333333,2.5966666666666667,9.833333333333332,13.5,3.1666666666666665,0.1666666666666666,100.2,2.6133333333333333,3.333333333333333,1.8049999999999995,3.1666666666666665,5.5,4.833333333333333,11.5,241.33333333333331,3.3699999999999997,96.21666666666668,1.125,1.1666666666666663,1.13,4.833333333333333,4.666666666666666,12.561666666666666,0.685,21.68333333333333,0.1666666666666666,0.5,2.833333333333333,1.8333333333333333,6210.0,15.65,152.0,6.41,360.5789,5633.3,15.739999999999998,6.5600000000000005,15603.7,19.86,38.0568,2077.9500000000003,378.0,0.0998,119.063468,15.579999999999998,59.0,81.0,19.0,1.0,601.2,15.68,20.0,10.83,19.0,33.0,29.0,69.0,1448.0,20.22,577.3000000000001,6.75,7.0,6.78,29.0,28.0,75.37,4.11,130.1,1.0,3.0,17.0,11.0,895.0,2.88,84.0,1.95,222.0289,4001.0,4.62,1.23,12345.42,19.0,5.579999999999999,1350.4,91.0,0.0798,14.6,2.78,1.0,3.0,5.0,1.0,171.2,2.62,5.0,4.25,4.0,7.0,6.0,16.0,400.0,13.78,473.59,1.6,3.0,5.78,6.0,6.0,42.61,0.8,102.39,1.0,3.0,5.0,1.0,1.7582999999999998
KV4Ag11O16,1002.75,2.661875,23.625,1.0968749999999998,52.6696875,1388.275,3.016875,1.1084375,3459.25875,4.4,5.9956249999999995,732.8640625,71.6875,0.05,20.1103125,2.4934375,6.1875,14.0,4.0,0.375,90.975,2.6128125,3.34375,1.4721875,2.40625,5.40625,4.09375,12.4375,289.1875,6.679687500000001,146.9628125,1.0875,0.75,2.52625,7.4375,3.625,6.016875000000001,0.6271875,154.52124999999998,3.8125,0.0,2.0,1.625,32088.0,85.18,756.0,35.099999999999994,1685.43,44424.8,96.54,35.47,110696.28,140.8,191.86,23451.65,2294.0,1.6,643.53,79.78999999999999,198.0,448.0,128.0,12.0,2911.2,83.61,107.0,47.11,77.0,173.0,131.0,398.0,9254.0,213.75000000000003,4702.81,34.800000000000004,24.0,80.84,238.0,116.0,192.54,20.07,4944.679999999999,122.0,0.0,64.0,52.0,895.0,2.88,39.0,1.95,91.87,3563.0,4.38,1.23,7325.42,10.5,5.579999999999999,2108.4,84.0,0.12,14.6,2.78,10.0,0.0,4.0,1.0,171.2,2.62,3.0,3.22,4.0,6.0,5.0,15.0,424.0,20.68,449.59,1.6,2.0,5.44,10.0,5.0,42.61,0.68,428.97,10.0,0.0,4.0,1.0,0.8009000000000002
KY(TeO3)2,1064.1,2.783,21.000000000000004,0.989,47.921,771.0100000000001,2.54,1.066,1675.848,1.781,6.728999999999999,390.635,71.69999999999999,0.017,19.535,2.7830000000000004,7.9,14.0,2.8,0.1,87.77000000000001,2.688,3.0999999999999996,1.279,3.4,5.800000000000001,5.0,13.2,240.1,5.003,56.843,1.045,1.0,0.8,5.199999999999999,4.3,8.184,0.6970000000000001,12.448000000000004,2.1,0.0,3.2,1.9,10641.0,27.83,210.0,9.89,479.21,7710.1,25.4,10.66,16758.48,17.810000000000002,67.28999999999999,3906.35,717.0,0.17,195.35,27.83,79.0,140.0,28.0,1.0,877.7,26.880000000000003,31.0,12.79,34.0,58.0,50.0,132.0,2401.0,50.029999999999994,568.4300000000001,10.45,10.0,8.0,52.0,43.0,81.83999999999999,6.970000000000001,124.48000000000002,21.0,0.0,32.0,19.0,895.0,2.88,44.0,1.95,111.6,3520.0,3.44,1.23,8795.42,6.24,5.579999999999999,1741.4,87.0,0.05,14.6,2.78,10.0,0.0,4.0,1.0,171.2,2.62,3.0,3.22,3.0,6.0,5.0,15.0,333.0,17.27,359.59,1.6,2.0,3.0,5.0,5.0,42.61,0.72,102.37,10.0,0.0,4.0,1.0,3.1251
KZn4(BO3)3,1074.8235294117649,2.69,13.294117647058822,0.8847058823529412,28.064117647058826,1140.358823529412,2.7847058823529416,0.9547058823529412,1587.4247058823528,2.1411764705882352,6.289411764705882,626.8588235294118,75.1764705882353,0.0658823529411764,17.464117647058824,2.6658823529411766,7.647058823529411,14.0,3.7058823529411766,0.0588235294117647,75.29411764705883,2.6176470588235294,2.588235294117647,1.0494117647058825,2.3529411764705883,5.764705882352941,4.0,13.647058823529411,269.05882352941177,10.834705882352942,120.05058823529411,0.9147058823529411,1.1764705882352942,1.632941176470588,6.588235294117647,4.235294117647059,5.006470588235294,0.8029411764705883,38.09823529411764,2.3529411764705883,0.0,2.2941176470588234,1.9411764705882353,18272.0,45.73,226.0,15.04,477.09,19386.1,47.34,16.23,26986.22,36.4,106.92,10656.6,1278.0,1.12,296.89,45.32,130.0,238.0,63.0,1.0,1280.0,44.5,44.0,17.84,40.0,98.0,68.0,232.0,4574.0,184.19000000000003,2040.86,15.55,20.0,27.76,112.0,72.0,85.11,13.650000000000002,647.67,40.0,0.0,39.0,33.0,895.0,2.88,25.0,1.95,54.58,4184.85,4.88,1.23,3225.42,7.13,5.579999999999999,2297.4,84.0,0.22,18.29,2.78,10.0,0.0,4.0,1.0,171.2,2.62,2.0,3.22,4.0,6.0,5.0,15.0,483.0,49.98,486.29,1.6,2.0,4.44,11.0,5.0,42.61,0.63,115.97,10.0,0.0,4.0,1.0,2.8200000000000003
La10Se14O,794.72,1.9412000000000005,42.16,1.3760000000000003,100.4216,2031.03,3.2704000000000004,1.3548,5190.1032000000005,5.1424,5.368399999999999,753.9340000000002,58.52,0.0496,25.296,1.8544,9.6,14.000000000000002,3.6000000000000005,0.0,129.80800000000002,2.0056,4.720000000000001,1.9732,2.8000000000000003,5.400000000000001,4.0,10.8,306.28000000000003,6.235200000000001,186.84840000000003,1.448,1.4,2.3200000000000003,4.800000000000001,4.4,14.5996,0.292,5.6924,0.4,0.0,2.4000000000000004,2.0,19868.0,48.53,1054.0,34.4,2510.54,50775.75,81.75999999999999,33.87,129752.58,128.56,134.21,18848.35,1463.0,1.24,632.4,46.36,240.0,350.0,90.0,0.0,3245.2,50.13999999999999,118.0,49.33,70.0,135.0,100.0,270.0,7657.0,155.88000000000002,4671.21,36.2,35.0,58.0,120.0,110.0,364.99,7.300000000000001,142.31,10.0,0.0,60.0,50.0,776.0,2.5199999999999996,49.0,1.47,122.91,3637.0,2.01,0.96,10345.42,6.15,3.85,1138.4,76.0,0.06,11.67,2.58,1.0,0.0,4.0,0.0,146.5,2.34,4.0,2.6100000000000003,3.0,4.0,5.0,13.0,196.0,6.470000000000001,410.59,1.35,1.0,3.0,3.0,4.0,30.31,0.73,13.47,1.0,0.0,4.0,0.0,1.5518999999999998
