num_features_removed,remaining_features,mean_rmse_score
0,129,0.600749856912874
1,128,0.6204461607389674
2,127,0.6027943986709035
4,125,0.6043130145184625
8,121,0.6041008127837527
16,113,0.6055827143603888
32,97,0.6091378960899048
64,65,0.6559568541078995
