num_features_removed,selected_features,mean_rmse_score
0,129,0.6015882117366363
1,128,0.5999145766652383
2,127,0.6003810675981845
4,125,0.5984099555177419
8,121,0.598280480677505
16,113,0.6029196170124187
32,97,0.621780802575324
64,65,0.6005523561763033
