,var_name,importance
33,avg_Number_of_electrons_forming_covalent_bonds,0.12120794545476014
9,avg_Density_(g/mL),0.10599880444570234
15,avg_Nagle_electonegativity,0.07708450155273268
107,range_Pauling_Electronegativity,0.07112709640319201
101,range_Nagle_electonegativity,0.06610980389041246
0,avg_1st_ionization_potential_(kJ/mol),0.06370803468914567
86,range_1st_ionization_potential_(kJ/mol),0.060212257946211344
14,avg_Molar_Heat_Capacity(J/mol_K),0.05777059286145166
87,range_Allred-Rockow_electronegativity,0.05646199188191738
1,avg_Allred-Rockow_electronegativity,0.04546589629488024
16,avg_Number_of_unfilled_d_valence_electrons,0.04277172260315607
82,sum_valence_d,0.041873823564130566
76,sum_Number_of_electrons_forming_covalent_bonds,0.039534104710604145
52,sum_Density_(g/mL),0.038772965656648645
95,range_Density_(g/mL),0.03636438390279472
21,avg_Pauling_Electronegativity,0.03614429881549102
51,sum_Critical_Temperature,0.03610021119556257
100,range_Molar_Heat_Capacity(J/mol_K),0.03523780487472558
22,avg_Period,0.03354276007658593
39,avg_valence_d,0.033157643040056826
49,sum_Cohesive_energy,0.0318347249036663
29,avg_heat_of_fusion_(kJ/mol)_,0.031042537485581993
125,range_valence_d,0.031030898841037817
102,range_Number_of_unfilled_d_valence_electrons,0.029494174197370594
10,avg_Gordy_electonegativity,0.028990629081845305
23,avg_Zunger_radii_sum,0.02793575500837342
31,avg_ionic_radius,0.027482644823673307
4,avg_Atomic_Weight,0.02687326079625656
8,avg_Critical_Temperature,0.026602717062909564
2,avg_Atomic_Number,0.026007979497917715
37,avg_specific_heat_(J/g_K)_,0.02573089869646688
96,range_Gordy_electonegativity,0.02572382771562807
7,avg_Covalent_Radius,0.025243102290539284
48,sum_Boiling_Point_(K),0.024783166548240077
71,sum_heat_atomization(kJ/mol),0.02441650986508964
13,avg_Molar_Denstiy_(mol/ml),0.02331999260848285
3,avg_Atomic_Radus,0.022852055794708524
115,range_heat_of_fusion_(kJ/mol)_,0.021802022398110122
20,avg_Orbital_Radius(pm),0.02176455534126276
11,avg_Melting_point_(K),0.020901136793568524
119,range_Number_of_electrons_forming_covalent_bonds,0.020763007653808084
32,avg_l_quantum_number,0.020287020044006066
72,sum_heat_of_fusion_(kJ/mol)_,0.01928070642506661
5,avg_Boiling_Point_(K),0.01696686018577035
24,avg_abs_valence,0.016884011066704348
6,avg_Cohesive_energy,0.01654915449131384
28,avg_heat_atomization(kJ/mol),0.015849661656791407
123,range_specific_heat_(J/g_K)_,0.015793045346295442
34,avg_number_of_valence_electrons,0.01463036604790977
111,range_families,0.014067591032668103
99,range_Molar_Denstiy_(mol/ml),0.014031307801200793
93,range_Covalent_Radius,0.014028185952676764
35,avg_outer_shell_electrons,0.013860300063607838
61,sum_Number_of_unfilled_p_valence_electrons,0.013686875642348917
47,sum_Atomic_Weight,0.012553611840523704
54,sum_Melting_point_(K),0.0125447282410641
26,avg_gilmor_number_of_valence_electron,0.012399749516343544
94,range_Critical_Temperature,0.012369360250707085
92,range_Cohesive_energy,0.0122838846682353
98,range_Mendele_Number,0.012235447249827202
12,avg_Mendele_Number,0.011776910904315523
56,sum_Molar_Denstiy_(mol/ml),0.011667182362815382
90,range_Atomic_Weight,0.011336755372705537
112,range_gilmor_number_of_valence_electron,0.010678485282539113
114,range_heat_atomization(kJ/mol),0.010662812265622258
113,range_group,0.010647213344540763
36,avg_polarizability(A^3),0.010554063203477449
18,avg_Number_of_unfilled_p_valence_electrons,0.010370745413761772
73,sum_heat_of_vaporization_(kJ/mol)_,0.010191890823386363
117,range_ionic_radius,0.010179171658980708
97,range_Melting_point_(K),0.009935788000087237
45,sum_Atomic_Number,0.009888442024614991
41,avg_valence_p,0.009798828944239302
124,range_thermal_conductivity_(W/(m_K))_,0.009646879420356141
80,sum_specific_heat_(J/g_K)_,0.00963787270122905
91,range_Boiling_Point_(K),0.009623903662437733
30,avg_heat_of_vaporization_(kJ/mol)_,0.009393873630931032
25,avg_families,0.009227379124607905
57,sum_Molar_Heat_Capacity(J/mol_K),0.009130776331673812
122,range_polarizability(A^3),0.009118710355393545
68,sum_families,0.009089680994474348
116,range_heat_of_vaporization_(kJ/mol)_,0.00906417030096538
38,avg_thermal_conductivity_(W/(m_K))_,0.009060276186523886
50,sum_Covalent_Radius,0.008986296868718446
81,sum_thermal_conductivity_(W/(m_K))_,0.008867989045741227
27,avg_group,0.008748198054696028
89,range_Atomic_Radus,0.008538520701917324
46,sum_Atomic_Radus,0.00852852214738597
63,sum_Orbital_Radius(pm),0.008493749369278191
106,range_Orbital_Radius(pm),0.008377456987215865
88,range_Atomic_Number,0.008258985597482088
44,sum_Allred-Rockow_electronegativity,0.007890814398897189
58,sum_Nagle_electonegativity,0.007745252530866586
66,sum_Zunger_radii_sum,0.00773801386122166
55,sum_Mendele_Number,0.007599238632029659
79,sum_polarizability(A^3),0.007568145974349322
104,range_Number_of_unfilled_p_valence_electrons,0.007546099243115945
64,sum_Pauling_Electronegativity,0.007508794091769982
59,sum_Number_of_unfilled_d_valence_electrons,0.007332485792184212
70,sum_group,0.007251909238637616
127,range_valence_p,0.0069806846142427105
65,sum_Period,0.0069375103766034394
120,range_number_of_valence_electrons,0.006925097699321719
109,range_Zunger_radii_sum,0.00659626207758277
53,sum_Gordy_electonegativity,0.006554763114248602
78,sum_outer_shell_electrons,0.006512826974827174
43,sum_1st_ionization_potential_(kJ/mol),0.006459610942742189
110,range_abs_valence,0.006083720163155615
74,sum_ionic_radius,0.006072487517341041
75,sum_l_quantum_number,0.0059390866968490165
