,var_name,importance
33,avg_Number_of_electrons_forming_covalent_bonds,0.7482921398641691
9,avg_Density_(g/mL),0.39299491246079665
39,avg_valence_d,0.08833343180832676
16,avg_Number_of_unfilled_d_valence_electrons,0.043762876164283745
84,sum_valence_p,0.041526718505831256
86,range_1st_ionization_potential_(kJ/mol),0.040407774388359616
8,avg_Critical_Temperature,0.03569003302508016
100,range_Molar_Heat_Capacity(J/mol_K),0.029118545531341532
82,sum_valence_d,0.028758050931209332
115,range_heat_of_fusion_(kJ/mol)_,0.0260163877258053
38,avg_thermal_conductivity_(W/(m_K))_,0.021938670542301975
94,range_Critical_Temperature,0.020701947682569298
29,avg_heat_of_fusion_(kJ/mol)_,0.020580874404397514
101,range_Nagle_electonegativity,0.01979200859932433
5,avg_Boiling_Point_(K),0.019604039665225823
11,avg_Melting_point_(K),0.018262636360906352
24,avg_abs_valence,0.018046453206527292
6,avg_Cohesive_energy,0.016993615284240836
0,avg_1st_ionization_potential_(kJ/mol),0.016605147407335992
123,range_specific_heat_(J/g_K)_,0.015456361830743235
13,avg_Molar_Denstiy_(mol/ml),0.015306945423564736
107,range_Pauling_Electronegativity,0.014632206344207203
89,range_Atomic_Radus,0.014588764329142407
81,sum_thermal_conductivity_(W/(m_K))_,0.014111599170065523
37,avg_specific_heat_(J/g_K)_,0.013987495828978985
14,avg_Molar_Heat_Capacity(J/mol_K),0.013373983217650803
22,avg_Period,0.013293477200291018
3,avg_Atomic_Radus,0.01288351304030684
32,avg_l_quantum_number,0.012870841556190879
109,range_Zunger_radii_sum,0.01282143564332781
23,avg_Zunger_radii_sum,0.01235838587173375
110,range_abs_valence,0.0122706951544023
96,range_Gordy_electonegativity,0.012188508664143814
119,range_Number_of_electrons_forming_covalent_bonds,0.011971808414166757
34,avg_number_of_valence_electrons,0.011871520011608103
35,avg_outer_shell_electrons,0.011380615628137341
26,avg_gilmor_number_of_valence_electron,0.011331533822270676
95,range_Density_(g/mL),0.011293512821873217
21,avg_Pauling_Electronegativity,0.011198231334814766
124,range_thermal_conductivity_(W/(m_K))_,0.011140265118042645
28,avg_heat_atomization(kJ/mol),0.01101365155323803
97,range_Melting_point_(K),0.010561186709893904
10,avg_Gordy_electonegativity,0.010457702893372547
99,range_Molar_Denstiy_(mol/ml),0.010237807572749707
30,avg_heat_of_vaporization_(kJ/mol)_,0.010145510668272625
12,avg_Mendele_Number,0.010141659763525036
2,avg_Atomic_Number,0.009832446951094415
27,avg_group,0.009622181653379153
80,sum_specific_heat_(J/g_K)_,0.009133707792084587
91,range_Boiling_Point_(K),0.008845476693584226
4,avg_Atomic_Weight,0.008572470004204654
72,sum_heat_of_fusion_(kJ/mol)_,0.008538608068023886
114,range_heat_atomization(kJ/mol),0.008227345071260628
1,avg_Allred-Rockow_electronegativity,0.008030984388535955
18,avg_Number_of_unfilled_p_valence_electrons,0.007911630717722435
7,avg_Covalent_Radius,0.0077999601854848695
15,avg_Nagle_electonegativity,0.007228340126954525
25,avg_families,0.0070150145311989095
92,range_Cohesive_energy,0.0067359877828861575
51,sum_Critical_Temperature,0.006438515256230837
41,avg_valence_p,0.006374152233809755
36,avg_polarizability(A^3),0.0062323412187188145
79,sum_polarizability(A^3),0.006091458765969363
87,range_Allred-Rockow_electronegativity,0.0059879847082662556
56,sum_Molar_Denstiy_(mol/ml),0.005969869025115667
116,range_heat_of_vaporization_(kJ/mol)_,0.005850711681238912
76,sum_Number_of_electrons_forming_covalent_bonds,0.0058465354909922
20,avg_Orbital_Radius(pm),0.0056645238105198035
52,sum_Density_(g/mL),0.0055743540166283325
31,avg_ionic_radius,0.005489412726999867
98,range_Mendele_Number,0.005382081509397752
90,range_Atomic_Weight,0.005368605002706311
88,range_Atomic_Number,0.0048490592169265516
66,sum_Zunger_radii_sum,0.004709881113417835
112,range_gilmor_number_of_valence_electron,0.0043660356713304815
47,sum_Atomic_Weight,0.004332931456599062
117,range_ionic_radius,0.00422564780810851
73,sum_heat_of_vaporization_(kJ/mol)_,0.004088306318457255
93,range_Covalent_Radius,0.003858418065959554
48,sum_Boiling_Point_(K),0.0038220119844215887
62,sum_Number_of_unfilled_s_valence_electrons,0.003810831226689107
59,sum_Number_of_unfilled_d_valence_electrons,0.003671971064819676
71,sum_heat_atomization(kJ/mol),0.003635480934864829
55,sum_Mendele_Number,0.0035042451385733113
42,avg_valence_s,0.0035034067809614406
49,sum_Cohesive_energy,0.003257228448958105
19,avg_Number_of_unfilled_s_valence_electrons,0.00308328543054327
45,sum_Atomic_Number,0.0030816179389507397
106,range_Orbital_Radius(pm),0.0030296437713665135
78,sum_outer_shell_electrons,0.002916117709633867
63,sum_Orbital_Radius(pm),0.0028553574288279425
111,range_families,0.0027968082173963904
122,range_polarizability(A^3),0.0027139347195792585
67,sum_abs_valence,0.002699732253735168
54,sum_Melting_point_(K),0.0025482405577438804
120,range_number_of_valence_electrons,0.0024647305686381904
57,sum_Molar_Heat_Capacity(J/mol_K),0.0023185275275073108
75,sum_l_quantum_number,0.0023103444738804936
53,sum_Gordy_electonegativity,0.0022673628050992626
46,sum_Atomic_Radus,0.0022634910437121236
69,sum_gilmor_number_of_valence_electron,0.0021534155209324167
58,sum_Nagle_electonegativity,0.0021496269016292617
121,range_outer_shell_electrons,0.0020787939338350074
43,sum_1st_ionization_potential_(kJ/mol),0.001915964231940573
118,range_l_quantum_number,0.0018538921128928355
50,sum_Covalent_Radius,0.001787669509291434
64,sum_Pauling_Electronegativity,0.001769394094118784
60,sum_Number_of_unfilled_f_valence_electrons,0.0016967379512382642
74,sum_ionic_radius,0.00169477296778843
61,sum_Number_of_unfilled_p_valence_electrons,0.0016892027408746374
83,sum_valence_f,0.0015899674200541142
77,sum_number_of_valence_electrons,0.0015209499690353734
44,sum_Allred-Rockow_electronegativity,0.0015128143533436945
113,range_group,0.0013564652988653475
40,avg_valence_f,0.0013189510235453532
128,range_valence_s,0.0011989626942746552
65,sum_Period,0.0011988054789972586
70,sum_group,0.001104752767594122
17,avg_Number_of_unfilled_f_valence_electrons,0.0010843407080693757
102,range_Number_of_unfilled_d_valence_electrons,0.0010546142377400702
108,range_Period,0.00105340590743708
125,range_valence_d,0.0010322522474230573
